project_id,n_tasks,n_employees,n_dependencies,det_duration_days,p10,p50,p90,schedule_risk_ratio,det_vs_p50_delta,critical_path_tasks,avg_employee_efficiency,mc_success,error_msg
synth_34,18,8,18,110,97,109,119,0.0917,-1,4,1.0849,True,
synth_35,28,6,7,69,65,71,78,0.0986,2,1,0.9642,True,
synth_36,24,5,16,138,118,135,148,0.0963,-3,5,1.0123,True,
synth_37,23,7,3,74,66,72,77,0.0694,-2,2,0.9692,True,
synth_38,19,4,22,106,94,106,120,0.1321,0,3,0.9,True,
synth_39,21,14,7,65,57,64,71,0.1094,-1,3,0.9586,True,
synth_40,19,3,12,124,109,120,131,0.0917,-4,5,1.1233,True,
synth_41,9,9,3,57,54,59,65,0.1017,2,2,1.0297,True,
synth_42,6,10,5,92,85,93,101,0.086,1,3,1.0815,True,
synth_43,6,3,4,73,64,73,80,0.0959,0,2,0.8442,True,
synth_44,23,3,9,78,72,77,82,0.0649,-1,3,1.0531,True,
synth_45,27,3,15,125,109,123,135,0.0976,-2,3,1.0658,True,
synth_46,29,12,20,183,161,179,196,0.095,-4,6,0.8301,True,
synth_47,11,9,5,65,51,61,70,0.1475,-4,2,0.9754,True,
synth_48,20,3,5,82,69,80,88,0.1,-2,3,1.0533,True,
synth_49,12,15,6,103,87,98,106,0.0816,-5,3,0.9632,True,
synth_50,15,11,9,86,67,79,90,0.1392,-7,4,0.9381,True,
synth_51,26,3,34,147,132,143,153,0.0699,-4,4,1.0286,True,
synth_52,7,12,3,43,40,46,53,0.1522,3,2,1.0499,True,
synth_53,15,3,9,77,67,76,83,0.0921,-1,2,1.0367,True,
synth_54,14,6,11,75,73,81,96,0.1852,6,2,1.1242,True,
synth_55,23,15,21,105,90,102,113,0.1078,-3,4,1.0223,True,
synth_56,27,7,4,52,48,53,57,0.0755,1,1,0.9557,True,
synth_57,21,14,17,78,71,79,90,0.1392,1,3,1.0084,True,
synth_58,16,8,8,109,92,107,121,0.1308,-2,4,1.1306,True,
synth_59,9,6,4,89,74,88,104,0.1818,-1,3,0.989,True,
synth_60,22,11,4,62,54,62,70,0.129,0,2,0.9901,True,
synth_61,6,3,7,124,104,121,138,0.1405,-3,4,0.9783,True,
synth_62,17,13,19,84,73,84,97,0.1548,0,3,0.9937,True,
synth_63,10,11,3,72,64,72,79,0.0972,0,2,0.9882,True,
synth_64,10,14,4,46,42,48,56,0.1667,2,2,1.0487,True,
synth_65,12,5,8,84,74,80,87,0.0875,-4,4,0.9435,True,
synth_66,19,13,5,74,65,73,81,0.1096,-1,3,0.9155,True,
synth_67,12,11,4,44,42,45,50,0.1111,1,2,1.0464,True,
synth_68,15,10,15,146,128,142,155,0.0915,-4,6,1.0123,True,
synth_69,27,5,12,74,68,74,81,0.0946,0,2,1.0672,True,
synth_70,11,12,6,85,70,81,90,0.1111,-4,3,0.9589,True,
synth_71,8,4,6,52,48,54,64,0.1852,2,2,1.0219,True,
synth_72,24,4,10,84,76,83,91,0.0964,-1,3,1.1919,True,
synth_73,25,13,21,101,90,97,105,0.0825,-4,3,0.9678,True,
synth_74,7,9,3,93,80,90,97,0.0778,-3,3,0.9214,True,
synth_75,7,12,5,73,65,72,77,0.0694,-1,3,0.9717,True,
synth_76,28,10,4,94,85,95,107,0.1263,1,3,1.0411,True,
synth_77,11,8,8,97,87,99,111,0.1212,2,4,1.0684,True,
synth_78,19,11,11,66,64,70,76,0.0857,4,3,0.9895,True,
synth_79,15,9,8,58,51,60,73,0.2167,2,2,0.9529,True,
synth_80,29,5,33,115,103,114,123,0.0789,-1,4,0.9478,True,
synth_81,27,11,13,108,92,106,121,0.1415,-2,4,1.0105,True,
synth_82,9,15,3,58,41,54,66,0.2222,-4,2,1.0834,True,
synth_83,12,9,10,90,84,96,114,0.1875,6,4,0.911,True,
synth_84,8,5,9,104,90,104,114,0.0962,0,4,1.066,True,
synth_85,29,7,27,180,157,173,188,0.0867,-7,6,1.0607,True,
synth_86,7,10,6,74,65,72,82,0.1389,-2,3,1.0152,True,
synth_87,24,6,8,67,63,69,76,0.1014,2,2,1.03,True,
synth_88,24,11,11,131,117,129,143,0.1085,-2,4,1.1192,True,
synth_89,25,13,14,72,64,71,79,0.1127,-1,3,0.9282,True,
synth_90,10,4,10,119,103,117,129,0.1026,-2,4,0.9275,True,
synth_91,10,7,4,59,46,57,66,0.1579,-2,2,1.0346,True,
synth_92,5,9,3,67,58,67,76,0.1343,0,3,0.9644,True,
synth_93,26,10,4,81,66,78,91,0.1667,-3,3,1.0436,True,
synth_94,14,7,12,118,110,118,125,0.0593,0,3,0.9336,True,
synth_95,26,10,15,137,123,135,145,0.0741,-2,3,1.0387,True,
synth_96,18,11,13,111,94,106,118,0.1132,-5,4,1.0163,True,
synth_97,11,4,3,59,48,57,66,0.1579,-2,2,1.0971,True,
synth_98,14,6,7,54,50,54,58,0.0741,0,2,1.0731,True,
synth_99,20,6,3,45,43,49,55,0.1224,4,2,1.0972,True,
synth_100,11,14,5,75,59,70,79,0.1286,-5,3,0.9537,True,
synth_101,13,14,6,61,55,61,68,0.1148,0,3,1.0113,True,
synth_102,24,10,11,102,93,102,112,0.098,0,4,0.9631,True,
synth_103,6,10,4,73,63,74,89,0.2027,1,3,0.9468,True,
synth_104,16,12,10,70,68,75,83,0.1067,5,2,1.0234,True,
synth_105,27,11,22,104,87,100,110,0.1,-4,4,0.9369,True,
synth_106,25,14,6,89,73,85,97,0.1412,-4,3,0.9995,True,
synth_107,18,9,9,99,85,97,109,0.1237,-2,3,1.0693,True,
synth_108,17,14,8,63,52,59,67,0.1356,-4,2,1.0532,True,
synth_109,23,15,17,76,75,80,88,0.1,4,3,1.0169,True,
synth_110,30,5,8,85,76,86,98,0.1395,1,3,0.977,True,
synth_111,11,13,5,94,78,90,100,0.1111,-4,3,0.9895,True,
synth_112,22,10,9,95,78,90,101,0.1222,-5,3,1.0197,True,
synth_113,28,15,21,84,77,84,90,0.0714,0,3,1.0131,True,
synth_114,17,9,13,95,79,89,99,0.1124,-6,4,0.9521,True,
synth_115,5,10,4,70,68,73,79,0.0822,3,3,0.9106,True,
synth_116,21,10,10,81,68,79,92,0.1646,-2,3,0.9431,True,
synth_117,7,13,3,53,53,60,69,0.15,7,2,0.9951,True,
synth_118,9,6,3,37,32,37,40,0.0811,0,1,0.889,True,
synth_119,9,12,5,104,88,100,110,0.1,-4,3,0.94,True,
synth_120,10,7,7,75,54,70,85,0.2143,-5,3,0.9858,True,
synth_121,22,9,6,98,82,93,102,0.0968,-5,3,0.9952,True,
synth_122,26,11,4,76,62,73,81,0.1096,-3,2,1.0221,True,
synth_123,25,8,5,58,49,57,66,0.1579,-1,2,0.9754,True,
synth_124,15,12,7,90,73,86,96,0.1163,-4,3,1.0035,True,
synth_125,9,7,11,121,106,119,131,0.1008,-2,5,1.1573,True,
synth_126,10,7,4,113,82,101,117,0.1584,-12,3,1.0467,True,
synth_127,24,15,22,123,102,120,135,0.125,-3,6,1.0126,True,
synth_128,30,10,6,108,100,107,114,0.0654,-1,3,0.9878,True,
synth_129,16,15,6,59,53,61,70,0.1475,2,2,1.0636,True,
synth_130,23,14,4,59,51,57,65,0.1404,-2,2,1.0065,True,
synth_131,24,4,6,94,85,94,101,0.0745,0,3,1.0321,True,
synth_132,15,6,8,71,66,72,78,0.0833,1,3,0.9143,True,
synth_133,18,8,7,139,127,138,150,0.087,-1,4,1.0981,True,
synth_134,10,8,6,65,61,65,68,0.0462,0,2,1.0613,True,
synth_135,30,7,3,57,44,54,65,0.2037,-3,2,1.109,True,
synth_136,29,9,39,145,133,150,167,0.1133,5,5,1.0453,True,
synth_137,27,12,13,116,91,108,121,0.1204,-8,4,0.8878,True,
synth_138,5,3,3,66,55,64,70,0.0938,-2,2,1.0122,True,
synth_139,27,12,15,77,71,80,91,0.1375,3,3,1.0308,True,
synth_140,17,3,16,139,121,134,145,0.0821,-5,4,0.9908,True,
synth_141,13,5,10,104,96,102,107,0.049,-2,4,1.0897,True,
synth_142,6,10,4,75,62,71,77,0.0845,-4,3,1.0633,True,
synth_143,17,6,17,87,77,90,105,0.1667,3,4,1.0644,True,
synth_144,21,10,13,96,90,98,108,0.102,2,3,0.8915,True,
synth_145,8,12,5,37,34,38,45,0.1842,1,3,0.9304,True,
synth_146,11,6,4,72,60,75,90,0.2,3,3,0.9332,True,
synth_147,9,11,6,57,52,57,64,0.1228,0,3,0.9673,True,
synth_148,28,9,8,85,70,79,89,0.1266,-6,3,1.0198,True,
synth_149,23,14,14,130,111,125,136,0.088,-5,4,0.9413,True,
synth_150,10,10,8,71,64,70,77,0.1,-1,3,1.0585,True,
synth_151,15,6,4,64,59,68,77,0.1324,4,2,1.0271,True,
synth_152,5,10,3,34,31,39,49,0.2564,5,2,0.961,True,
synth_153,25,9,6,53,48,56,65,0.1607,3,2,1.0072,True,
synth_154,14,3,5,78,69,76,84,0.1053,-2,2,0.8692,True,
synth_155,16,7,12,122,100,115,129,0.1217,-7,4,1.0488,True,
synth_156,28,13,23,107,91,103,114,0.1068,-4,4,1.0627,True,
synth_157,9,3,12,111,108,115,123,0.0696,4,4,1.1383,True,
synth_158,5,14,4,66,50,62,73,0.1774,-4,3,1.0215,True,
synth_159,6,13,6,61,49,58,66,0.1379,-3,2,1.0006,True,
synth_160,12,14,9,104,92,103,113,0.0971,-1,3,0.9585,True,
synth_161,22,12,16,101,95,103,110,0.068,2,5,0.995,True,
synth_162,7,4,6,80,67,82,97,0.1829,2,4,1.0294,True,
synth_163,10,15,4,94,83,92,100,0.087,-2,3,1.0305,True,
synth_164,15,6,3,42,40,43,48,0.1163,1,2,0.9907,True,
synth_165,5,8,5,99,82,94,105,0.117,-5,4,0.9986,True,
synth_166,23,4,32,212,198,213,229,0.0751,1,8,0.9956,True,
synth_167,5,6,4,59,56,63,71,0.127,4,3,1.0269,True,
synth_168,21,13,16,108,97,107,117,0.0935,-1,4,1.049,True,
synth_169,25,6,11,96,78,91,102,0.1209,-5,3,1.0046,True,
synth_170,5,13,3,61,50,61,71,0.1639,0,2,0.969,True,
synth_171,7,3,7,98,77,91,101,0.1099,-7,3,0.75,True,
synth_172,20,14,10,116,104,117,128,0.094,1,4,0.9548,True,
synth_173,17,3,12,132,116,131,144,0.0992,-1,4,1.1744,True,
synth_174,18,9,13,105,98,108,118,0.0926,3,4,1.0145,True,
synth_175,7,10,5,71,59,69,78,0.1304,-2,4,0.9209,True,
synth_176,14,9,10,92,78,87,96,0.1034,-5,3,0.9262,True,
synth_177,22,5,13,87,85,90,97,0.0778,3,3,0.923,True,
synth_178,25,12,5,57,53,59,67,0.1356,2,2,1.034,True,
synth_179,13,7,3,59,48,58,69,0.1897,-1,2,0.9396,True,
synth_180,6,15,4,55,47,56,66,0.1786,1,2,1.0312,True,
synth_181,10,13,8,100,82,98,110,0.1224,-2,3,0.9767,True,
synth_182,15,14,19,132,120,134,147,0.097,2,6,0.9963,True,
synth_183,7,4,7,109,96,109,124,0.1376,0,3,0.9181,True,
synth_184,15,13,7,81,70,77,84,0.0909,-4,2,1.0301,True,
synth_185,28,12,11,102,95,103,111,0.0777,1,4,1.1045,True,
synth_186,29,9,34,161,141,155,169,0.0903,-6,6,1.103,True,
synth_187,11,6,4,85,74,84,93,0.1071,-1,4,1.0554,True,
synth_188,26,10,13,133,104,122,138,0.1311,-11,4,0.9173,True,
synth_189,23,13,7,80,69,81,94,0.1605,1,3,0.9707,True,
synth_190,25,3,16,96,92,100,111,0.11,4,3,0.8139,True,
synth_191,12,3,10,90,86,92,99,0.0761,2,4,1.0181,True,
synth_192,27,10,27,120,108,119,131,0.1008,-1,5,1.0495,True,
synth_193,25,6,25,144,127,137,149,0.0876,-7,5,1.01,True,
synth_194,24,12,20,106,96,105,114,0.0857,-1,5,1.0715,True,
synth_195,17,8,11,83,76,81,86,0.0617,-2,3,1.0514,True,
synth_196,19,4,16,119,106,121,136,0.124,2,4,1.0112,True,
synth_197,23,3,19,154,145,160,176,0.1,6,5,0.7322,True,
synth_198,24,6,11,96,91,98,106,0.0816,2,3,0.9829,True,
synth_199,23,14,12,129,125,137,151,0.1022,8,5,0.9909,True,
synth_200,15,10,10,106,98,104,109,0.0481,-2,4,0.9594,True,
synth_201,26,12,5,68,64,70,76,0.0857,2,2,1.0507,True,
synth_202,26,7,3,51,48,55,65,0.1818,4,2,0.933,True,
synth_203,7,8,3,78,69,77,84,0.0909,-1,3,1.0655,True,
synth_204,28,8,25,102,98,107,117,0.0935,5,4,0.9783,True,
synth_205,19,14,10,93,86,92,97,0.0543,-1,4,0.9571,True,
synth_206,9,5,9,112,105,115,126,0.0957,3,4,0.9745,True,
synth_207,9,14,3,91,75,87,96,0.1034,-4,3,1.0533,True,
synth_208,25,4,9,79,70,76,81,0.0658,-3,2,0.9858,True,
synth_209,27,14,10,68,60,68,76,0.1176,0,3,1.0341,True,
synth_210,22,4,23,144,129,139,148,0.0647,-5,5,1.0625,True,
synth_211,18,9,21,148,132,143,153,0.0699,-5,5,0.9318,True,
synth_212,17,15,3,71,65,70,74,0.0571,-1,2,1.0137,True,
synth_213,20,3,11,100,85,95,108,0.1368,-5,3,1.0442,True,
synth_214,13,6,3,77,69,75,82,0.0933,-2,3,1.1217,True,
synth_215,24,6,7,89,68,82,95,0.1585,-7,3,0.9157,True,
synth_216,10,11,4,53,45,52,64,0.2308,-1,2,1.0055,True,
synth_217,29,7,9,80,70,78,86,0.1026,-2,4,0.9914,True,
synth_218,30,12,16,93,84,93,98,0.0538,0,3,1.0161,True,
synth_219,10,5,6,171,160,168,176,0.0476,-3,5,1.006,True,
synth_220,21,6,8,88,78,85,92,0.0824,-3,3,0.9794,True,
synth_221,10,10,3,67,64,68,72,0.0588,1,2,1.0393,True,
synth_222,11,13,4,78,61,71,80,0.1268,-7,3,0.9152,True,
synth_223,26,13,4,53,43,50,59,0.18,-3,2,0.9407,True,
synth_224,10,4,13,85,64,77,89,0.1558,-8,3,1.0156,True,
synth_225,17,13,5,57,54,59,64,0.0847,2,3,1.0414,True,
synth_226,29,4,27,184,163,186,212,0.1398,2,5,1.0469,True,
synth_227,15,9,14,80,74,82,90,0.0976,2,3,0.9152,True,
synth_228,18,12,7,65,56,65,74,0.1385,0,2,0.9608,True,
synth_229,21,7,4,84,72,82,91,0.1098,-2,2,0.9355,True,
synth_230,9,3,6,94,85,98,108,0.102,4,3,1.0742,True,
synth_231,30,8,13,122,110,123,134,0.0894,1,4,1.0389,True,
synth_232,29,15,25,140,120,136,152,0.1176,-4,5,1.0411,True,
synth_233,23,4,6,86,79,86,94,0.093,0,2,0.8812,True,
synth_234,15,5,6,87,78,90,102,0.1333,3,3,0.948,True,
synth_235,17,14,3,67,60,69,75,0.087,2,2,1.011,True,
synth_236,8,14,9,86,77,85,93,0.0941,-1,4,0.984,True,
synth_237,13,10,3,71,63,69,75,0.087,-2,2,1.0748,True,
synth_238,13,14,12,106,94,106,119,0.1226,0,4,1.032,True,
synth_239,16,7,6,126,112,125,139,0.112,-1,4,1.0575,True,
synth_240,19,4,11,107,93,102,111,0.0882,-5,4,0.9515,True,
synth_241,26,12,11,119,95,113,127,0.1239,-6,4,0.9972,True,
synth_242,24,5,17,99,85,99,111,0.1212,0,4,1.0782,True,
synth_243,30,4,29,187,162,181,200,0.105,-6,5,1.1025,True,
synth_244,19,10,13,123,103,116,126,0.0862,-7,4,1.1133,True,
synth_245,26,10,26,126,116,127,138,0.0866,1,4,0.9851,True,
synth_246,5,15,3,40,35,40,45,0.125,0,2,0.9926,True,
synth_247,9,7,5,61,54,61,68,0.1148,0,2,1.0546,True,
synth_248,16,12,4,65,55,65,72,0.1077,0,2,0.9978,True,
synth_249,8,11,3,80,62,76,85,0.1184,-4,3,0.9501,True,
synth_250,13,14,8,76,70,75,80,0.0667,-1,3,1.0499,True,
synth_251,22,12,24,93,85,95,105,0.1053,2,4,0.9694,True,
synth_252,21,13,18,120,100,117,132,0.1282,-3,4,1.0311,True,
synth_253,11,6,4,73,63,72,81,0.125,-1,2,0.9907,True,
synth_254,26,13,22,117,108,116,127,0.0948,-1,4,0.949,True,
synth_255,5,6,6,111,86,104,118,0.1346,-7,4,1.0635,True,
synth_256,6,12,7,143,119,134,147,0.097,-9,5,0.9583,True,
synth_257,11,4,10,105,89,102,112,0.098,-3,3,1.1021,True,
synth_258,9,9,8,67,59,68,78,0.1471,1,3,0.9656,True,
synth_259,11,13,4,57,50,57,67,0.1754,0,3,1.0094,True,
synth_260,22,12,20,110,99,111,126,0.1351,1,4,1.0115,True,
synth_261,11,10,7,74,62,71,80,0.1268,-3,3,0.9899,True,
synth_262,27,4,23,138,122,135,147,0.0889,-3,5,1.0131,True,
synth_263,30,9,17,91,74,87,99,0.1379,-4,3,1.0378,True,
synth_264,19,10,13,89,78,86,93,0.0814,-3,3,0.9876,True,
synth_265,15,4,11,128,111,126,141,0.119,-2,4,0.9706,True,
synth_266,27,10,4,58,51,59,66,0.1186,1,3,0.9277,True,
synth_267,6,12,3,75,63,74,86,0.1622,-1,3,0.9564,True,
synth_268,17,8,19,169,158,171,184,0.076,2,6,0.9548,True,
synth_269,20,12,21,100,86,96,106,0.1042,-4,3,0.9612,True,
synth_270,8,8,3,68,57,66,78,0.1818,-2,3,1.0032,True,
synth_271,16,5,5,65,59,68,78,0.1471,3,2,1.0942,True,
synth_272,27,11,16,123,112,120,128,0.0667,-3,4,1.061,True,
synth_273,10,14,8,64,59,67,79,0.1791,3,4,0.9606,True,
synth_274,30,9,6,59,57,61,66,0.082,2,3,0.9855,True,
synth_275,27,9,11,99,93,100,108,0.08,1,3,0.9895,True,
synth_276,20,10,8,82,75,82,91,0.1098,0,2,1.0659,True,
synth_277,20,5,14,113,98,111,125,0.1261,-2,4,0.9693,True,
synth_278,24,6,17,124,114,123,132,0.0732,-1,4,1.035,True,
synth_279,22,6,3,84,75,83,92,0.1084,-1,3,1.0419,True,
synth_280,9,7,6,71,66,72,78,0.0833,1,3,1.0252,True,
synth_281,16,7,9,73,65,72,77,0.0694,-1,2,0.9704,True,
synth_282,11,6,9,67,62,67,72,0.0746,0,2,1.0143,True,
synth_283,17,10,9,85,72,82,91,0.1098,-3,3,1.019,True,
synth_284,17,3,5,78,73,79,85,0.0759,1,2,0.985,True,
synth_285,28,8,19,99,83,92,102,0.1087,-7,3,1.0086,True,
synth_286,18,13,4,49,44,52,58,0.1154,3,2,0.9456,True,
synth_287,8,14,6,95,78,91,102,0.1209,-4,3,1.0508,True,
synth_288,18,15,15,145,122,139,154,0.1079,-6,6,1.0071,True,
synth_289,26,5,9,82,78,86,95,0.1047,4,3,1.0595,True,
synth_290,18,8,12,125,110,124,138,0.1129,-1,4,1.0622,True,
synth_291,9,13,6,92,78,89,99,0.1124,-3,4,1.0155,True,
synth_292,18,6,5,75,60,72,81,0.125,-3,3,0.9397,True,
synth_293,6,3,7,84,67,82,96,0.1707,-2,3,0.9758,True,
synth_294,15,14,10,108,93,103,113,0.0971,-5,4,0.9603,True,
synth_295,9,12,3,57,46,54,62,0.1481,-3,2,1.0747,True,
synth_296,15,6,9,78,73,80,87,0.0875,2,3,0.9467,True,
synth_297,29,15,22,142,122,136,147,0.0809,-6,4,1.0129,True,
synth_298,9,11,3,66,53,63,72,0.1429,-3,2,0.9919,True,
synth_299,13,6,3,66,56,63,69,0.0952,-3,2,0.9789,True,
synth_300,30,15,21,115,105,114,125,0.0965,-1,5,0.9656,True,
synth_301,25,15,9,65,61,68,77,0.1324,3,3,0.9576,True,
synth_302,17,6,7,115,104,112,121,0.0804,-3,4,0.9962,True,
synth_303,28,10,23,127,107,124,139,0.121,-3,5,1.0148,True,
synth_304,23,10,19,87,81,89,98,0.1011,2,3,1.0332,True,
synth_305,6,11,5,88,77,85,90,0.0588,-3,3,1.0123,True,
synth_306,28,15,5,49,45,52,65,0.25,3,2,1.0409,True,
synth_307,10,3,8,107,99,108,116,0.0741,1,3,1.1,True,
synth_308,22,12,11,91,80,88,95,0.0795,-3,3,1.0156,True,
synth_309,29,6,14,103,86,98,110,0.1224,-5,3,0.9683,True,
synth_310,22,13,3,60,53,60,69,0.15,0,2,0.9493,True,
synth_311,12,5,6,95,86,94,104,0.1064,-1,3,0.9713,True,
synth_312,9,11,7,86,75,87,101,0.1609,1,3,1.0398,True,
synth_313,8,13,6,93,71,84,97,0.1548,-9,3,1.0322,True,
synth_314,6,10,7,91,80,87,93,0.069,-4,3,0.9699,True,
synth_315,26,4,8,94,83,94,102,0.0851,0,2,0.8013,True,
synth_316,23,8,8,79,73,78,85,0.0897,-1,3,1.0281,True,
synth_317,13,14,11,96,87,95,102,0.0737,-1,3,1.0043,True,
synth_318,20,3,13,181,147,168,186,0.1071,-13,6,0.9806,True,
synth_319,16,15,10,73,63,72,81,0.125,-1,3,0.9166,True,
synth_320,20,9,7,74,71,77,84,0.0909,3,3,1.0774,True,
synth_321,10,10,6,72,61,70,78,0.1143,-2,2,0.944,True,
synth_322,28,14,17,87,79,86,96,0.1163,-1,4,1.0236,True,
synth_323,12,3,12,134,115,129,142,0.1008,-5,4,0.78,True,
synth_324,24,3,11,140,120,134,146,0.0896,-6,4,0.94,True,
synth_325,11,6,8,76,70,78,84,0.0769,2,3,0.969,True,
synth_326,17,6,7,81,67,79,91,0.1519,-2,3,0.9629,True,
synth_327,14,15,5,81,67,77,85,0.1039,-4,3,1.0042,True,
synth_328,19,15,7,61,52,64,76,0.1875,3,3,1.0266,True,
synth_329,14,8,16,95,81,92,103,0.1196,-3,5,0.9308,True,
synth_330,15,14,6,70,60,67,73,0.0896,-3,2,0.9701,True,
synth_331,25,6,19,103,90,103,113,0.0971,0,3,1.2275,True,
synth_332,16,4,13,135,120,132,143,0.0833,-3,4,0.9821,True,
synth_333,24,14,11,91,81,92,103,0.1196,1,5,1.0358,True,
synth_334,20,4,4,56,54,58,69,0.1897,2,2,0.9513,True,
synth_335,29,15,9,56,46,55,68,0.2364,-1,2,1.0023,True,
synth_336,6,12,4,66,51,62,70,0.129,-4,2,1.0291,True,
synth_337,5,4,3,72,63,71,80,0.1268,-1,2,1.01,True,
synth_338,11,11,6,97,86,95,103,0.0842,-2,4,1.0095,True,
synth_339,6,12,6,83,72,83,93,0.1205,0,3,0.9425,True,
synth_340,24,7,20,179,161,177,191,0.0791,-2,5,0.8955,True,
synth_341,17,6,11,78,73,81,89,0.0988,3,3,1.0433,True,
synth_342,27,14,6,64,44,58,70,0.2069,-6,2,1.0252,True,
synth_343,11,9,9,73,63,71,78,0.0986,-2,3,0.9638,True,
synth_344,24,13,17,88,74,83,93,0.1205,-5,4,0.952,True,
synth_345,5,10,4,58,47,57,68,0.193,-1,3,0.9952,True,
synth_346,8,14,4,64,55,65,76,0.1692,1,2,0.9265,True,
synth_347,11,5,10,129,106,120,132,0.1,-9,4,0.779,True,
synth_348,9,14,6,92,80,91,99,0.0879,-1,3,0.9421,True,
synth_349,23,9,19,106,93,101,111,0.099,-5,3,1.0141,True,
synth_350,18,15,6,54,54,63,74,0.1746,9,3,1.0496,True,
synth_351,24,6,11,95,83,96,110,0.1458,1,4,1.0322,True,
synth_352,13,15,3,66,55,65,74,0.1385,-1,2,0.9969,True,
synth_353,22,4,29,165,144,158,173,0.0949,-7,5,0.9804,True,
synth_354,21,7,3,70,64,69,73,0.058,-1,2,0.9543,True,
synth_355,6,5,3,58,52,60,73,0.2167,2,2,0.946,True,
synth_356,10,15,7,65,59,66,76,0.1515,1,3,0.9466,True,
synth_357,28,7,13,74,65,73,80,0.0959,-1,3,1.0426,True,
synth_358,20,14,12,68,60,68,77,0.1324,0,3,1.0267,True,
synth_359,25,14,23,96,86,95,105,0.1053,-1,3,1.0218,True,
synth_360,16,4,9,111,102,112,121,0.0804,1,5,0.9475,True,
synth_361,17,8,3,74,59,69,78,0.1304,-5,3,0.9409,True,
synth_362,21,15,3,81,64,79,94,0.1899,-2,3,0.98,True,
synth_363,14,7,3,65,61,67,73,0.0896,2,3,0.9765,True,
synth_364,12,15,6,72,66,78,93,0.1923,6,3,1.0596,True,
synth_365,10,14,7,117,108,119,135,0.1345,2,4,0.9527,True,
synth_366,16,15,7,55,48,52,58,0.1154,-3,2,1.0582,True,
synth_367,16,7,9,100,82,95,105,0.1053,-5,4,1.026,True,
synth_368,26,4,26,146,138,149,163,0.094,3,5,0.9875,True,
synth_369,10,14,5,64,54,65,80,0.2308,1,4,0.9902,True,
synth_370,19,8,6,70,55,66,75,0.1364,-4,2,1.0628,True,
synth_371,6,13,6,97,83,93,103,0.1075,-4,4,0.9811,True,
synth_372,11,10,4,103,87,97,108,0.1134,-6,3,0.958,True,
synth_373,27,15,11,79,72,81,96,0.1852,2,3,1.0296,True,
synth_374,25,4,34,153,139,150,162,0.08,-3,5,1.0794,True,
synth_375,16,7,10,94,81,94,107,0.1383,0,3,0.9582,True,
synth_376,13,15,5,71,66,71,78,0.0986,0,3,0.9788,True,
synth_377,25,13,7,64,59,66,73,0.1061,2,2,0.9907,True,
synth_378,23,4,15,137,123,133,142,0.0677,-4,4,0.885,True,
synth_379,11,14,11,99,94,100,106,0.06,1,3,1.0393,True,
synth_380,11,15,8,78,66,78,90,0.1538,0,3,1.0417,True,
