project_id,task_id,planned_optimistic,planned_likely,planned_pessimistic,criticality,cost,num_required_skills,num_assigned,assigned_avg_efficiency,assigned_total_load,num_predecessors,num_successors,actual_duration,primary_slowdown,primary_overload,primary_min_efficiency,primary_miss_ratio,assigned_avg_miss_ratio,assigned_min_efficiency
1,12,10,15,20,1,1565.19,3,1,0.4533333333333333,8.2,4,4,40.0,2.6666666666666665,3.4085330420244757,0.2,0.6666666666666666,0.6666666666666666,0.2
1,13,21,29,30,5,1697.36,2,3,0.5483333333333333,31.200000000000003,6,0,69.58333333333333,2.5,4.350055296377633,0.2,0.5,0.5,0.2
1,14,23,29,29,4,1989.6,3,2,0.535,23.5,4,1,65.33333333333334,2.3333333333333335,4.350055296377633,0.2,0.3333333333333333,0.5,0.2
1,15,15,18,27,4,1725.86,2,2,0.6100000000000001,25.800000000000004,3,2,47.5,2.5,4.350055296377633,0.2,0.5,0.5,0.2
1,16,24,24,30,4,1114.47,1,2,0.85,15.100000000000001,7,2,26.098428068238423,1.0439371227295369,0.8787424545907383,1.0,0.0,0.0,0.7
1,17,13,20,26,5,1034.96,3,1,0.5366666666666666,8.2,4,2,52.888888888888886,2.6666666666666665,3.4085330420244757,0.2,0.6666666666666666,0.6666666666666666,0.2
1,18,4,19,19,2,818.64,3,1,0.4666666666666666,6.6,6,0,44.0,2.6666666666666665,0.0,0.2,0.6666666666666666,0.6666666666666666,0.2
1,19,3,4,18,3,1032.33,1,1,0.7,10.7,3,0,8.80952380952381,1.4285714285714286,0.0,0.7,0.0,0.0,0.7
2,0,17,20,28,2,357.99,1,2,0.79,18.4,0,0,24.224806201550386,1.1627906976744187,0.0,0.86,0.0,0.0,0.72
2,1,12,21,24,3,525.39,1,2,1.08,15.7,0,2,15.503875968992247,0.7751937984496123,0.0,1.29,0.0,0.0,0.87
2,2,25,29,30,1,217.14,1,1,1.03,9.8,0,0,27.66990291262136,0.970873786407767,0.0,1.03,0.0,0.0,1.03
2,3,21,25,29,2,1988.1,3,2,0.5733333333333334,18.3,1,0,58.333333333333336,2.3333333333333335,0.0,0.2,0.3333333333333333,0.5,0.2
2,4,15,28,30,4,1193.25,1,1,1.28,8.5,1,0,20.442708333333336,0.78125,0.0,1.28,0.0,0.0,1.28
3,0,10,24,28,3,641.5,1,2,1.2,25.8,0,5,23.94130530962998,1.0719987452073125,4.441571390726727,1.14,0.0,0.0,1.14
3,1,4,10,20,2,1937.96,2,1,0.58,10.200000000000001,0,8,26.666666666666664,2.5,2.600084828184528,0.2,0.5,0.5,0.2
3,2,6,19,27,3,1896.29,3,3,0.6077777777777779,21.9,0,6,42.38888888888889,2.3333333333333335,0.1829379266233344,0.2,0.3333333333333333,0.5555555555555555,0.2
3,3,24,25,27,1,1320.33,1,3,1.07,29.300000000000004,0,7,29.623375078609932,1.1770877514679443,2.600084828184528,0.96,0.0,0.0,0.96
3,4,16,27,29,4,943.43,3,1,0.5299999999999999,11.6,1,6,68.0,2.6666666666666665,0.0,0.2,0.6666666666666666,0.6666666666666666,0.2
3,5,2,23,25,4,834.18,2,1,0.6849999999999999,7.3999999999999995,2,9,49.58333333333333,2.5,0.5127347806846183,0.2,0.5,0.5,0.2
3,6,10,24,29,3,1404.9,2,1,0.5,10.200000000000001,0,5,56.25,2.5,2.600084828184528,0.2,0.5,0.5,0.2
3,7,18,29,30,2,685.22,2,2,0.585,19.7,1,10,68.33333333333333,2.5,0.0,0.2,0.5,0.5,0.2
3,8,24,24,28,3,1488.51,1,2,1.075,15.6,4,4,25.694444444444446,1.0416666666666667,0.0,0.96,0.0,0.0,0.96
3,9,28,29,30,1,1710.97,1,3,0.9,31.800000000000004,4,3,27.844064045686427,0.9601401395064285,0.5469989854375683,1.07,0.0,0.0,0.67
3,10,22,22,23,5,1706.33,2,2,0.44,16.2,2,5,55.41666666666667,2.5,0.0,0.2,0.5,0.5,0.2
3,11,14,29,30,1,1237.07,1,1,0.95,10.8,6,6,28.827579393137377,1.0810342272426516,0.5396503176103806,0.95,0.0,0.0,0.95
3,12,4,13,27,1,377.27,3,1,0.58,7.8,3,4,32.27777777777778,2.3333333333333335,0.0,0.2,0.3333333333333333,0.3333333333333333,0.2
3,13,6,24,27,1,1952.51,3,3,0.48777777777777787,34.1,3,3,57.33333333333333,2.6666666666666665,4.441571390726727,0.2,0.6666666666666666,0.6666666666666666,0.2
3,14,10,23,28,1,528.51,3,1,0.7200000000000001,10.200000000000001,7,1,50.555555555555564,2.3333333333333335,2.600084828184528,0.2,0.3333333333333333,0.3333333333333333,0.2
3,15,6,6,25,5,1039.33,2,1,0.78,11.0,4,1,22.916666666666664,2.5,0.5469989854375683,0.2,0.5,0.5,0.2
3,16,20,23,28,1,1325.11,1,1,0.95,10.8,7,3,25.224131968995202,1.0810342272426516,0.5396503176103806,0.95,0.0,0.0,0.95
3,17,4,25,25,5,1798.0,1,1,0.95,10.8,4,5,23.24223588571701,1.0810342272426516,0.5396503176103806,0.95,0.0,0.0,0.95
3,18,25,29,30,4,400.23,2,3,0.6983333333333333,37.4,6,1,71.25,2.5,4.54317418196243,0.2,0.5,0.5,0.2
3,19,16,24,29,4,426.37,3,2,0.5333333333333333,18.9,4,0,54.833333333333336,2.3333333333333335,2.600084828184528,0.2,0.3333333333333333,0.5,0.2
3,20,26,26,30,4,1350.04,3,3,0.6555555555555556,36.0,10,3,62.22222222222223,2.3333333333333335,4.441571390726727,0.2,0.3333333333333333,0.5555555555555555,0.2
3,21,4,17,19,3,1124.49,3,2,0.45,21.8,6,1,40.44444444444444,2.6666666666666665,4.441571390726727,0.2,0.6666666666666666,0.6666666666666666,0.2
3,22,4,17,23,4,1284.83,2,1,0.7899999999999999,15.200000000000001,5,1,39.583333333333336,2.5,4.441571390726727,0.2,0.5,0.5,0.2
3,23,12,19,28,4,627.2,1,3,0.9533333333333335,19.6,11,0,19.333333333333332,1.0,0.0,1.0,0.0,0.0,0.76
3,24,28,28,30,3,1602.43,1,2,1.2,25.8,3,1,27.59483869665088,0.9739354834112075,4.54317418196243,1.26,0.0,0.0,1.14
3,25,10,18,26,4,1685.4,3,2,0.5183333333333332,22.6,5,0,48.0,2.6666666666666665,4.441571390726727,0.2,0.6666666666666666,0.6666666666666666,0.2
4,0,25,28,30,1,1650.09,3,1,0.38999999999999996,13.3,0,4,74.22222222222221,2.6666666666666665,2.6457238462694637,0.2,0.6666666666666666,0.6666666666666666,0.2
4,1,2,23,24,1,1873.38,1,2,1.3650000000000002,14.7,0,7,15.799963848937567,0.8033879923188593,1.8521533910729726,1.36,0.0,0.0,1.36
4,2,22,23,29,5,1162.93,3,3,0.52,26.6,1,5,63.55555555555555,2.6666666666666665,0.8266325127589091,0.2,0.6666666666666666,0.5555555555555555,0.2
4,3,22,29,29,5,1583.38,3,2,0.9333333333333335,12.7,1,5,47.15655016253722,1.6942473112288823,2.0252150459754743,0.65,0.0,0.16666666666666666,0.2
4,4,7,16,20,3,115.8,1,2,0.2,15.100000000000001,1,2,45.5,3.0,1.992666912526321,0.2,1.0,1.0,0.2
4,5,8,12,29,3,1815.78,2,3,0.5416666666666667,26.0,3,4,35.416666666666664,2.5,1.8521533910729726,0.2,0.5,0.5,0.2
4,6,10,19,29,1,1708.63,3,3,0.4555555555555556,26.7,2,5,51.111111111111114,2.6666666666666665,1.8521533910729726,0.2,0.6666666666666666,0.6666666666666666,0.2
4,7,6,7,7,5,1598.43,2,1,0.855,7.499999999999999,2,4,11.401942132386292,1.6685768974223842,2.0252150459754743,0.66,0.0,0.0,0.66
4,8,22,28,30,3,818.81,2,1,0.485,13.3,4,3,68.33333333333333,2.5,2.6457238462694637,0.2,0.5,0.5,0.2
4,9,4,29,30,4,1274.05,2,2,0.43,14.7,2,1,62.5,2.5,0.0,0.2,0.5,0.5,0.2
4,10,18,25,30,2,418.38,3,2,0.5700000000000001,14.399999999999999,2,4,57.555555555555564,2.3333333333333335,2.0252150459754743,0.2,0.3333333333333333,0.5,0.2
4,11,19,22,29,5,458.3,2,1,0.585,13.3,4,4,56.66666666666667,2.5,2.6457238462694637,0.2,0.5,0.5,0.2
4,12,21,26,29,2,191.99,2,2,0.875,19.2,1,1,64.16666666666667,2.5,2.6457238462694637,0.2,0.5,0.25,0.2
4,13,16,16,17,2,453.52,3,1,0.43333333333333335,9.5,6,1,43.111111111111114,2.6666666666666665,0.0,0.2,0.6666666666666666,0.6666666666666666,0.2
4,14,27,28,29,2,557.39,3,2,0.43500000000000005,15.399999999999999,3,0,74.66666666666666,2.6666666666666665,1.8521533910729726,0.2,0.6666666666666666,0.6666666666666666,0.2
4,15,27,28,30,2,292.08,1,1,0.64,12.600000000000001,7,1,48.39532172157485,1.718177102541119,1.992666912526321,0.64,0.0,0.0,0.64
4,16,16,22,30,4,1528.41,2,3,0.6133333333333334,20.599999999999998,8,1,37.264884042433245,1.6685768974223842,2.0252150459754743,0.66,0.0,0.3333333333333333,0.2
4,17,3,21,24,3,1540.25,1,1,1.17,8.8,5,0,16.465500063505974,0.8900270304597825,0.8266325127589091,1.17,0.0,0.0,1.17
5,0,19,28,29,3,986.67,3,3,0.3911111111111112,25.400000000000002,0,5,71.11111111111111,2.6666666666666665,2.141839363129175,0.2,0.6666666666666666,0.6666666666666666,0.2
5,1,28,29,30,2,555.15,2,2,0.6525,21.4,0,9,72.5,2.5,8.173687252040235,0.2,0.5,0.5,0.2
5,2,5,24,24,5,1104.88,3,1,0.3466666666666667,7.700000000000001,2,4,55.55555555555555,2.6666666666666665,2.141839363129175,0.2,0.6666666666666666,0.6666666666666666,0.2
5,3,24,26,26,2,1883.72,1,1,1.27,14.1,1,5,28.46947399484381,1.1092002855133951,8.173687252040235,1.27,0.0,0.0,1.27
5,4,18,19,20,5,1953.27,2,3,0.19999999999999998,32.6,2,2,57.0,3.0,2.452525927819302,0.2,1.0,1.0,0.2
5,5,14,17,17,5,903.7,1,1,0.2,14.1,1,4,49.5,3.0,8.173687252040235,0.2,1.0,1.0,0.2
5,6,8,13,30,1,1082.52,1,1,1.05,14.1,1,1,20.12406232288588,1.3416041548590587,8.173687252040235,1.05,0.0,0.0,1.05
5,7,2,17,22,3,1637.0,3,2,0.44,24.9,2,1,40.888888888888886,2.6666666666666665,8.173687252040235,0.2,0.6666666666666666,0.6666666666666666,0.2
5,8,18,25,29,5,125.17,2,2,0.49,21.8,4,0,61.25,2.5,2.141839363129175,0.2,0.5,0.5,0.2
5,9,25,28,29,4,390.42,2,1,0.735,14.1,1,1,69.16666666666667,2.5,8.173687252040235,0.2,0.5,0.5,0.2
5,10,23,23,29,2,1411.12,3,1,0.5566666666666666,14.1,3,2,64.0,2.6666666666666665,8.173687252040235,0.2,0.6666666666666666,0.6666666666666666,0.2
5,11,22,25,29,5,914.14,1,2,0.2,17.700000000000003,2,2,75.5,3.0,2.452525927819302,0.2,1.0,1.0,0.2
5,12,24,26,28,1,1278.91,2,1,0.4,6.9,1,1,65.0,2.5,2.0445174239166564,0.2,0.5,0.5,0.2
5,13,7,10,23,5,1178.55,1,2,0.2,21.0,7,1,35.0,3.0,2.0445174239166564,0.2,1.0,1.0,0.2
5,14,8,29,30,1,1476.51,2,1,0.715,7.3,5,0,64.16666666666667,2.5,0.07308285382576152,0.2,0.5,0.5,0.2
5,15,7,8,20,4,920.17,1,2,0.2,18.5,6,0,29.5,3.0,2.452525927819302,0.2,1.0,1.0,0.2
6,0,12,19,22,4,757.51,3,1,0.5066666666666667,9.0,0,5,48.888888888888886,2.6666666666666665,2.6567096911232353,0.2,0.6666666666666666,0.6666666666666666,0.2
6,1,6,16,24,4,1955.44,2,2,0.865,20.6,0,5,39.166666666666664,2.5,0.0,0.2,0.5,0.25,0.2
6,2,20,24,30,4,384.17,1,2,0.9199999999999999,23.1,1,3,39.379519225047524,1.6183364065088024,2.6567096911232353,0.7,0.0,0.0,0.7
6,3,28,29,29,3,1955.53,2,1,0.66,9.0,3,4,72.08333333333333,2.5,2.6567096911232353,0.2,0.5,0.5,0.2
6,4,17,17,26,3,707.12,3,1,0.8433333333333334,14.1,2,5,43.16666666666667,2.3333333333333335,3.0555930076345366,0.2,0.3333333333333333,0.3333333333333333,0.2
6,5,6,17,21,4,1719.59,3,1,0.79,14.1,1,3,36.94444444444445,2.3333333333333335,3.0555930076345366,0.2,0.3333333333333333,0.3333333333333333,0.2
6,6,4,16,17,3,592.69,3,1,0.9166666666666666,6.5,2,3,33.05555555555556,2.3333333333333335,0.0,0.2,0.3333333333333333,0.3333333333333333,0.2
6,7,14,20,24,3,1549.9,3,1,0.4633333333333333,14.1,1,1,52.44444444444444,2.6666666666666665,3.0555930076345366,0.2,0.6666666666666666,0.6666666666666666,0.2
6,8,17,27,27,2,1346.02,3,1,0.5666666666666667,6.300000000000001,3,4,67.55555555555554,2.6666666666666665,1.387186836442436,0.2,0.6666666666666666,0.6666666666666666,0.2
6,9,25,27,27,4,1943.99,1,1,1.04,9.0,3,1,29.04706370656825,1.0892648889963092,2.6567096911232353,1.04,0.0,0.0,1.04
6,10,9,27,30,3,299.07,2,1,1.08,9.0,4,0,26.686989780409576,1.0892648889963092,2.6567096911232353,1.04,0.0,0.0,1.04
6,11,24,28,29,3,1150.25,2,1,1.085,14.1,3,0,32.021656955047966,1.1644238892744716,3.0555930076345366,0.99,0.0,0.0,0.99
6,12,7,24,26,1,1883.01,1,1,0.2,14.1,3,2,64.5,3.0,3.0555930076345366,0.2,1.0,1.0,0.2
6,13,26,28,28,4,891.3,3,1,1.1066666666666667,14.1,3,0,32.21572760326038,1.1644238892744716,3.0555930076345366,0.99,0.0,0.0,0.99
6,14,26,29,29,1,1699.34,3,1,0.4633333333333333,9.0,4,0,76.0,2.6666666666666665,2.6567096911232353,0.2,0.6666666666666666,0.6666666666666666,0.2
6,15,19,26,26,2,1430.88,2,2,0.9025000000000001,15.3,3,0,62.08333333333333,2.5,1.387186836442436,0.2,0.5,0.25,0.2
7,0,9,13,25,4,1305.5,2,2,0.5974999999999999,10.8,0,4,35.833333333333336,2.5,0.23352509545468525,0.2,0.5,0.5,0.2
7,1,26,29,30,2,347.11,1,3,1.0366666666666666,20.799999999999997,1,1,21.925463676072656,0.7648417561420694,1.1096324695211113,1.38,0.0,0.0,0.6
7,2,23,24,29,5,446.01,3,1,0.5866666666666667,2.2,2,1,65.77777777777777,2.6666666666666665,0.0,0.2,0.6666666666666666,0.6666666666666666,0.2
7,3,28,29,30,1,1604.78,3,2,0.5166666666666667,12.3,0,3,77.33333333333333,2.6666666666666665,0.5885031392197595,0.2,0.6666666666666666,0.6666666666666666,0.2
7,4,25,26,30,5,1847.87,2,3,0.545,17.7,0,2,66.25,2.5,0.0,0.2,0.5,0.5,0.2
7,5,23,25,30,4,122.39,1,1,0.72,7.1,1,4,39.04667842449063,1.5312422911564953,2.049888992653533,0.72,0.0,0.0,0.72
7,6,12,26,27,3,629.13,3,1,0.59,4.7,2,2,63.55555555555555,2.6666666666666665,0.5885031392197595,0.2,0.6666666666666666,0.6666666666666666,0.2
7,7,9,18,19,1,1766.65,2,1,0.77,5.2,3,1,24.087529875541293,1.4452517925324775,0.23352509545468525,0.7,0.0,0.0,0.7
7,8,6,7,17,5,1460.45,1,1,0.72,7.1,1,1,13.01555947483021,1.5312422911564953,2.049888992653533,0.72,0.0,0.0,0.72
7,9,16,22,30,2,665.96,3,1,0.59,4.7,2,2,59.55555555555555,2.6666666666666665,0.5885031392197595,0.2,0.6666666666666666,0.6666666666666666,0.2
7,10,23,26,30,5,1500.98,2,1,0.535,6.1,3,1,65.41666666666667,2.5,1.1096324695211113,0.2,0.5,0.5,0.2
7,11,8,12,18,5,1221.72,1,1,0.87,6.1,7,0,14.962766309813814,1.2131972683632821,1.1096324695211113,0.87,0.0,0.0,0.87
8,0,21,22,26,3,1767.69,1,1,0.82,9.500000000000002,0,6,30.64909113617824,1.3621818282745883,2.3397819837032507,0.82,0.0,0.0,0.82
8,1,26,26,27,1,1748.61,2,1,0.63,15.099999999999998,0,5,65.41666666666667,2.5,4.878382820128067,0.2,0.5,0.5,0.2
8,2,14,16,28,2,1265.56,2,1,0.63,15.099999999999998,2,3,44.16666666666667,2.5,4.878382820128067,0.2,0.5,0.5,0.2
8,3,16,22,25,1,1521.88,3,1,0.5433333333333333,9.200000000000001,0,1,57.33333333333333,2.6666666666666665,1.1261375053550022,0.2,0.6666666666666666,0.6666666666666666,0.2
8,4,22,29,29,1,1511.21,2,1,0.2,9.200000000000001,2,3,83.5,3.0,1.1261375053550022,0.2,1.0,1.0,0.2
8,5,12,21,23,5,260.13,3,1,0.5066666666666667,9.500000000000002,2,0,52.888888888888886,2.6666666666666665,2.3397819837032507,0.2,0.6666666666666666,0.6666666666666666,0.2
8,6,19,20,29,1,1311.09,1,1,1.12,9.500000000000002,2,2,21.27598284162214,0.997311695701038,2.3397819837032507,1.12,0.0,0.0,1.12
8,7,2,13,25,2,1096.58,3,1,0.4666666666666666,15.099999999999998,0,0,35.11111111111111,2.6666666666666665,4.878382820128067,0.2,0.6666666666666666,0.6666666666666666,0.2
8,8,13,25,30,4,647.49,1,1,1.06,15.099999999999998,1,1,27.96862219558422,1.1735086235909464,4.878382820128067,1.06,0.0,0.0,1.06
8,9,5,15,23,4,301.36,1,1,1.0,15.099999999999998,3,3,18.24414740142725,1.2439191410064034,4.878382820128067,1.0,0.0,0.0,1.0
8,10,7,16,22,3,1266.42,1,3,0.20000000000000004,33.8,3,0,46.5,3.0,1.1261375053550022,0.2,1.0,1.0,0.2
8,11,27,28,28,4,335.28,3,2,0.52,24.6,3,0,74.22222222222221,2.6666666666666665,2.3397819837032507,0.2,0.6666666666666666,0.6666666666666666,0.2
8,12,17,25,26,1,461.35,1,3,0.20000000000000004,33.8,3,0,71.5,3.0,2.3397819837032507,0.2,1.0,1.0,0.2
8,13,26,29,30,4,942.88,2,2,0.2,24.299999999999997,3,0,86.0,3.0,4.878382820128067,0.2,1.0,1.0,0.2
9,0,20,23,28,1,927.38,3,2,0.43166666666666664,19.5,0,8,62.222222222222214,2.6666666666666665,1.248309314619724,0.2,0.6666666666666666,0.6666666666666666,0.2
9,1,18,24,26,5,1289.11,3,2,0.5233333333333333,21.0,0,5,62.222222222222214,2.6666666666666665,3.8146464133167726,0.2,0.6666666666666666,0.6666666666666666,0.2
9,2,5,11,16,2,311.46,1,1,0.71,11.0,1,7,15.640770271522364,1.4437634096789873,0.5014404174416178,0.71,0.0,0.0,0.71
9,3,24,26,28,1,423.45,3,3,0.5644444444444445,30.1,0,8,69.33333333333333,2.6666666666666665,3.8146464133167726,0.2,0.6666666666666666,0.6666666666666666,0.2
9,4,15,15,21,4,1976.9,3,1,0.44,11.399999999999999,1,6,42.666666666666664,2.6666666666666665,3.7053447103628594,0.2,0.6666666666666666,0.6666666666666666,0.2
9,5,5,8,29,1,970.45,1,1,1.31,12.700000000000001,1,6,9.850105160252165,0.8954641054774695,3.4611595635097014,1.31,0.0,0.0,1.31
9,6,17,20,30,5,224.59,2,2,0.42750000000000005,18.8,2,3,52.91666666666667,2.5,1.248309314619724,0.2,0.5,0.5,0.2
9,7,28,29,29,3,1716.09,2,1,0.735,7.0,3,5,72.08333333333333,2.5,0.07660409388167189,0.2,0.5,0.5,0.2
9,8,15,15,28,2,1540.72,1,3,0.93,16.799999999999997,2,7,13.104325699745546,0.7633587786259541,0.0,1.31,0.0,0.0,0.7
9,9,13,13,24,5,880.1,1,2,0.2,19.8,4,5,44.5,3.0,2.7488836190172767,0.2,1.0,1.0,0.2
9,10,28,29,29,5,1904.33,2,1,0.735,7.0,3,1,72.08333333333333,2.5,0.07660409388167189,0.2,0.5,0.5,0.2
9,11,7,22,29,1,1257.94,1,2,0.74,14.099999999999998,3,5,29.614229151787654,1.4329465718606929,0.06125200604969816,0.7,0.0,0.0,0.7
9,12,7,15,17,2,1352.96,1,2,0.655,18.8,2,4,23.41796843134131,1.6727120308100936,2.7488836190172767,0.68,0.0,0.0,0.63
9,13,6,7,21,3,959.44,3,2,0.4266666666666667,19.1,6,3,24.444444444444443,2.6666666666666665,1.248309314619724,0.2,0.6666666666666666,0.6666666666666666,0.2
9,14,24,25,28,5,144.15,3,2,0.3766666666666667,19.0,4,1,67.55555555555554,2.6666666666666665,2.7488836190172767,0.2,0.6666666666666666,0.6666666666666666,0.2
9,15,24,24,28,4,868.03,3,2,0.43166666666666664,19.5,5,0,65.77777777777777,2.6666666666666665,3.7053447103628594,0.2,0.6666666666666666,0.6666666666666666,0.2
9,16,9,17,28,5,1179.64,2,1,0.9,12.700000000000001,4,2,25.98546154186201,1.4848835166778291,3.4611595635097014,0.79,0.0,0.0,0.79
9,17,2,15,15,5,1930.25,1,1,1.16,11.399999999999999,3,0,13.112870278002445,1.021782099584606,3.7053447103628594,1.16,0.0,0.0,1.16
9,18,10,21,21,2,821.87,2,2,0.6025,19.0,7,0,47.91666666666667,2.5,2.7488836190172767,0.2,0.5,0.5,0.2
9,19,13,16,30,3,1590.82,2,2,0.615,19.5,10,1,44.58333333333333,2.5,1.248309314619724,0.2,0.5,0.5,0.2
9,20,15,22,22,5,217.98,1,1,0.68,10.700000000000001,4,0,34.848167308543616,1.6727120308100936,2.7488836190172767,0.68,0.0,0.0,0.68
9,21,23,26,30,2,497.54,3,2,0.5383333333333333,13.999999999999998,8,0,69.77777777777777,2.6666666666666665,3.7053447103628594,0.2,0.6666666666666666,0.6666666666666666,0.2
9,22,7,12,24,5,1746.09,2,3,0.5583333333333333,34.400000000000006,4,0,32.916666666666664,2.5,2.7488836190172767,0.2,0.5,0.5,0.2
10,0,11,13,19,4,1423.94,1,1,1.12,9.700000000000001,0,3,13.097143890414538,0.9583276017376492,1.4665382789233448,1.12,0.0,0.0,1.12
10,1,27,28,28,3,1209.93,3,2,0.7500000000000001,16.400000000000002,0,3,40.92365174178308,1.4703108410221468,1.4665382789233448,0.73,0.0,0.3333333333333333,0.2
10,2,4,5,30,1,1183.95,3,3,0.39888888888888896,26.2,0,4,24.0,2.6666666666666665,1.8601017640390198,0.2,0.6666666666666666,0.6666666666666666,0.2
10,3,3,3,14,4,1774.24,3,2,0.49000000000000005,12.2,2,2,12.888888888888888,2.6666666666666665,0.0,0.2,0.6666666666666666,0.6666666666666666,0.2
10,4,26,29,30,3,915.18,1,1,1.15,8.5,1,3,25.516940224304577,0.8901258217780665,0.4728939008955262,1.15,0.0,0.0,1.15
10,5,2,21,25,3,795.52,2,1,0.505,10.6,1,4,46.25,2.5,0.2949811893415575,0.2,0.5,0.5,0.2
10,6,20,23,25,1,570.51,3,1,0.5733333333333334,9.700000000000001,2,4,60.888888888888886,2.6666666666666665,1.4665382789233448,0.2,0.6666666666666666,0.6666666666666666,0.2
10,7,17,28,30,5,313.74,3,2,0.6000000000000001,12.100000000000001,3,2,61.833333333333336,2.3333333333333335,1.8601017640390198,0.2,0.3333333333333333,0.5,0.2
10,8,17,26,29,2,649.14,1,1,1.11,8.9,2,1,24.617231716260157,0.9846892686504063,1.8601017640390198,1.11,0.0,0.0,1.11
10,9,23,27,27,3,639.32,3,2,0.5183333333333333,17.3,3,3,70.22222222222221,2.6666666666666665,0.2949811893415575,0.2,0.6666666666666666,0.6666666666666666,0.2
10,10,19,25,27,4,844.91,1,1,1.12,9.700000000000001,4,0,23.31930497561613,0.9583276017376492,1.4665382789233448,1.12,0.0,0.0,1.12
10,11,10,18,24,1,358.87,3,1,0.4366666666666667,6.7,3,0,47.111111111111114,2.6666666666666665,2.2419804666357734,0.2,0.6666666666666666,0.6666666666666666,0.2
10,12,19,26,27,5,1240.03,2,2,0.6575,18.6,2,0,62.5,2.5,1.4665382789233448,0.2,0.5,0.5,0.2
10,13,26,27,27,4,100.35,3,3,0.4922222222222223,25.300000000000004,6,0,71.55555555555554,2.6666666666666665,2.2419804666357734,0.2,0.6666666666666666,0.6666666666666666,0.2
11,0,25,25,27,5,1222.27,3,1,0.5466666666666666,7.8999999999999995,0,5,67.55555555555554,2.6666666666666665,0.8865339436101909,0.2,0.6666666666666666,0.6666666666666666,0.2
11,1,3,7,15,5,1630.81,1,2,0.95,12.0,0,3,6.5409274696721385,0.8531644525659311,0.6465797520955308,1.21,0.0,0.0,0.69
11,2,25,28,30,3,1939.69,2,3,0.49666666666666665,25.000000000000004,0,0,69.58333333333333,2.5,0.0,0.2,0.5,0.5,0.2
11,3,9,24,30,1,1271.7,1,1,1.2,9.100000000000001,0,1,21.924873587420844,0.974438826107593,3.386531826582231,1.2,0.0,0.0,1.2
11,4,25,25,28,4,798.89,3,2,0.555,17.0,0,4,59.50000000000001,2.3333333333333335,3.386531826582231,0.2,0.3333333333333333,0.5,0.2
