project_id,n_tasks,n_employees,n_dependencies,det_duration_days,p10,p50,p90,schedule_risk_ratio,det_vs_p50_delta,critical_path_tasks,avg_employee_efficiency,mc_success,error_msg
synth_27,23,12,12,169,145,164,180,0.0976,-5,4,1.0677,True,
synth_28,7,10,5,58,55,63,72,0.1429,5,3,0.9559,True,
synth_29,12,4,12,178,166,178,192,0.0787,0,4,1.044,True,
synth_30,22,7,8,106,97,113,131,0.1593,7,2,1.0518,True,
synth_31,5,3,3,84,73,81,91,0.1235,-3,2,1.0419,True,
synth_32,24,4,6,216,179,207,231,0.1159,-9,4,0.9948,True,
synth_33,27,4,5,137,121,131,143,0.0916,-6,2,1.0688,True,
synth_34,25,5,18,183,170,185,202,0.0919,2,4,0.8608,True,
synth_35,28,5,21,253,216,245,272,0.1102,-8,4,0.9867,True,
synth_36,7,5,3,83,61,80,94,0.175,-3,2,1.1052,True,
synth_37,28,12,11,159,129,153,173,0.1307,-6,4,1.0222,True,
synth_38,4,15,3,73,68,73,78,0.0685,0,2,1.0694,True,
synth_39,19,9,16,146,123,138,151,0.0942,-8,3,0.954,True,
synth_40,23,6,11,151,133,151,175,0.1589,0,4,0.8606,True,
synth_41,16,4,4,71,59,71,85,0.1972,0,2,1.1104,True,
synth_42,13,10,4,80,68,77,83,0.0779,-3,3,0.9922,True,
synth_43,27,3,6,207,185,202,218,0.0792,-5,2,0.9978,True,
synth_44,28,14,4,80,74,81,93,0.1481,1,2,0.9935,True,
synth_45,24,7,24,188,174,191,207,0.0838,3,5,1.0867,True,
synth_46,19,5,4,156,118,149,177,0.1879,-7,3,1.0945,True,
synth_47,26,13,19,129,111,126,141,0.119,-3,3,0.9911,True,
synth_48,16,5,17,151,131,147,160,0.0884,-4,4,0.9963,True,
synth_49,27,11,27,137,126,143,168,0.1748,6,4,1.0345,True,
synth_50,15,14,13,100,89,100,115,0.15,0,3,1.0482,True,
synth_51,16,15,12,111,101,113,124,0.0973,2,3,1.0846,True,
synth_52,28,7,28,278,250,273,300,0.0989,-5,5,0.9117,True,
synth_53,28,14,16,125,103,118,129,0.0932,-7,3,1.004,True,
synth_54,18,14,11,99,83,96,107,0.1146,-3,3,0.9935,True,
synth_55,5,15,4,118,98,113,126,0.115,-5,4,0.9682,True,
synth_56,19,13,15,199,173,194,215,0.1082,-5,6,1.0304,True,
synth_57,25,8,12,130,113,126,138,0.0952,-4,2,1.0315,True,
synth_58,29,15,31,175,148,172,196,0.1395,-3,6,0.9598,True,
synth_59,15,12,8,79,72,79,85,0.0759,0,4,1.0807,True,
synth_60,16,6,21,143,134,145,157,0.0828,2,4,1.0137,True,
synth_61,5,8,6,73,67,74,81,0.0946,1,2,1.0475,True,
synth_62,8,6,5,87,76,87,98,0.1264,0,3,0.9954,True,
synth_63,3,5,3,77,60,72,81,0.125,-5,3,1.018,True,
synth_64,24,8,8,76,71,77,83,0.0779,1,2,1.0507,True,
synth_65,28,5,17,190,141,174,206,0.1839,-16,3,0.9837,True,
synth_66,14,15,15,72,69,77,86,0.1169,5,3,0.9782,True,
synth_67,10,14,4,62,50,59,65,0.1017,-3,2,1.0174,True,
synth_68,11,13,7,56,55,60,67,0.1167,4,2,0.9935,True,
synth_69,9,15,5,72,58,71,81,0.1408,-1,2,1.0055,True,
synth_70,10,15,10,78,65,79,89,0.1266,1,3,1.0188,True,
synth_71,17,7,13,105,98,111,125,0.1261,6,3,1.0268,True,
synth_72,20,7,17,292,258,289,320,0.1073,-3,5,1.0121,True,
synth_73,26,15,18,149,134,146,159,0.089,-3,4,1.0579,True,
synth_74,19,14,17,111,99,110,121,0.1,-1,3,1.0468,True,
synth_75,10,10,6,60,49,60,70,0.1667,0,4,0.9935,True,
synth_76,23,10,8,101,84,102,122,0.1961,1,3,0.954,True,
synth_77,6,11,6,79,74,79,86,0.0886,0,2,0.9184,True,
synth_78,15,10,16,146,125,142,157,0.1056,-4,6,0.9577,True,
synth_79,27,4,11,230,204,227,247,0.0881,-3,3,0.9658,True,
synth_80,18,6,16,240,200,226,249,0.1018,-14,6,0.9429,True,
synth_81,3,6,3,103,88,97,105,0.0825,-6,3,1.049,True,
synth_82,16,13,12,83,77,84,91,0.0833,1,3,1.0372,True,
synth_83,11,13,6,63,56,63,71,0.127,0,2,1.0197,True,
synth_84,13,14,11,166,142,162,180,0.1111,-4,5,0.9801,True,
synth_85,11,11,4,69,61,67,72,0.0746,-2,3,0.9701,True,
synth_86,9,8,11,123,114,123,133,0.0813,0,4,1.0496,True,
synth_87,26,11,15,97,83,92,104,0.1304,-5,3,0.9917,True,
synth_88,3,15,3,71,60,70,79,0.1286,-1,3,0.9406,True,
synth_89,24,8,14,162,142,153,165,0.0784,-9,3,0.9179,True,
synth_90,15,8,7,103,83,95,105,0.1053,-8,4,1.0231,True,
synth_91,29,14,22,162,138,154,173,0.1234,-8,4,1.0029,True,
synth_92,3,8,3,102,89,101,113,0.1188,-1,3,1.014,True,
synth_93,20,12,12,106,91,101,111,0.099,-5,2,1.0344,True,
synth_94,23,8,11,152,124,145,163,0.1241,-7,4,0.9781,True,
synth_95,6,7,6,87,73,86,98,0.1395,-1,4,0.8814,True,
synth_96,14,13,14,134,117,130,142,0.0923,-4,5,0.9433,True,
synth_97,29,9,35,236,203,223,241,0.0807,-13,5,0.9724,True,
synth_98,18,8,13,153,140,152,164,0.0789,-1,3,0.9983,True,
synth_99,15,7,5,102,94,108,126,0.1667,6,3,0.9362,True,
synth_100,19,12,13,82,74,85,95,0.1176,3,3,0.9441,True,
synth_101,29,9,10,139,120,141,157,0.1135,2,3,1.0701,True,
synth_102,13,4,6,105,95,102,108,0.0588,-3,3,0.9806,True,
synth_103,30,12,11,120,108,122,137,0.123,2,2,1.0724,True,
synth_104,26,6,9,204,188,201,213,0.0597,-3,3,1.0114,True,
synth_105,17,14,16,66,61,67,71,0.0597,1,3,1.031,True,
synth_106,23,10,17,108,93,109,123,0.1284,1,2,0.9883,True,
synth_107,16,14,7,87,82,92,101,0.0978,5,2,0.943,True,
synth_108,17,14,18,79,73,81,91,0.1235,2,4,1.0357,True,
synth_109,15,12,5,82,61,74,87,0.1757,-8,2,1.039,True,
synth_110,14,9,10,96,81,93,102,0.0968,-3,2,1.0386,True,
synth_111,22,8,15,221,188,216,243,0.125,-5,4,0.9757,True,
synth_112,30,3,8,279,214,258,295,0.1434,-21,2,1.0967,True,
synth_113,13,14,6,81,75,85,96,0.1294,4,2,1.0118,True,
synth_114,9,13,4,80,57,72,85,0.1806,-8,3,0.9912,True,
synth_115,19,11,3,91,70,87,99,0.1379,-4,2,1.0983,True,
synth_116,6,3,5,86,67,84,101,0.2024,-2,2,1.1278,True,
synth_117,22,14,22,145,135,148,163,0.1014,3,4,0.9908,True,
synth_118,22,13,14,152,124,148,164,0.1081,-4,4,1.0019,True,
synth_119,17,6,6,58,52,59,67,0.1356,1,2,0.9567,True,
synth_120,18,8,7,99,92,99,106,0.0707,0,3,0.961,True,
synth_121,20,11,20,150,112,134,155,0.1567,-16,4,0.9411,True,
synth_122,18,10,13,162,130,153,173,0.1307,-9,4,1.0065,True,
synth_123,11,11,7,78,65,75,82,0.0933,-3,3,1.0139,True,
synth_124,30,8,37,330,284,313,340,0.0863,-17,6,1.0556,True,
synth_125,8,3,6,71,70,79,92,0.1646,8,2,0.9242,True,
synth_126,17,5,9,104,78,95,112,0.1789,-9,3,1.0213,True,
synth_127,16,15,7,83,71,87,108,0.2414,4,4,0.9779,True,
synth_128,25,11,19,264,237,256,273,0.0664,-8,5,1.0558,True,
synth_129,18,12,19,265,243,267,293,0.0974,2,6,1.0742,True,
synth_130,25,4,17,288,257,281,304,0.0819,-7,5,0.9225,True,
synth_131,25,14,7,62,62,68,75,0.1029,6,2,0.9983,True,
synth_132,11,3,4,105,90,103,114,0.1068,-2,2,0.9833,True,
synth_133,25,15,10,123,90,111,129,0.1622,-12,3,0.9099,True,
synth_134,4,15,3,65,59,68,79,0.1618,3,3,0.9542,True,
synth_135,3,6,3,47,37,46,54,0.1739,-1,3,1.0204,True,
synth_136,9,7,5,110,99,112,124,0.1071,2,3,1.0425,True,
synth_137,20,8,17,174,158,172,186,0.0814,-2,4,0.9845,True,
synth_138,26,15,7,128,111,122,132,0.082,-6,3,0.9443,True,
synth_139,27,11,18,143,126,138,149,0.0797,-5,4,0.9973,True,
synth_140,8,13,7,66,56,64,71,0.1094,-2,2,0.946,True,
synth_141,17,7,16,144,127,145,162,0.1172,1,4,1.012,True,
synth_142,8,11,3,44,42,47,57,0.2128,3,3,0.9554,True,
synth_143,17,9,6,89,76,90,103,0.1444,1,2,1.0105,True,
synth_144,16,10,3,106,98,106,112,0.0566,0,3,0.9182,True,
synth_145,4,13,3,54,43,52,59,0.1346,-2,2,0.9603,True,
synth_146,21,10,21,176,151,170,185,0.0882,-6,4,0.9689,True,
synth_147,24,12,3,98,80,91,101,0.1099,-7,2,1.0209,True,
synth_148,27,11,29,242,206,230,251,0.0913,-12,5,0.9095,True,
synth_149,19,8,10,128,93,118,144,0.2203,-10,3,1.0269,True,
synth_150,4,5,3,98,89,95,101,0.0632,-3,3,0.9995,True,
synth_151,28,6,27,201,188,206,227,0.1019,5,4,1.0317,True,
synth_152,27,7,4,131,101,118,137,0.161,-13,2,0.9918,True,
synth_153,9,14,4,49,45,51,60,0.1765,2,3,1.0063,True,
synth_154,24,7,23,296,241,289,335,0.1592,-7,6,1.0644,True,
synth_155,12,10,10,108,96,106,115,0.0849,-2,3,0.9982,True,
synth_156,24,6,32,228,198,221,243,0.0995,-7,4,1.0056,True,
synth_157,13,4,12,151,121,144,165,0.1458,-7,4,0.8633,True,
synth_158,15,15,5,59,56,62,69,0.1129,3,2,1.0794,True,
synth_159,7,7,3,107,100,110,121,0.1,3,3,1.0631,True,
synth_160,25,10,13,139,124,136,150,0.1029,-3,3,1.0545,True,
synth_161,4,12,4,79,59,75,89,0.1867,-4,3,0.9607,True,
synth_162,26,14,8,88,80,98,120,0.2245,10,3,0.9817,True,
synth_163,9,10,9,110,95,106,115,0.0849,-4,5,0.9698,True,
synth_164,8,3,8,80,66,81,96,0.1852,1,3,1.2283,True,
synth_165,25,3,25,340,285,326,362,0.1104,-14,5,0.8911,True,
synth_166,24,7,23,279,261,282,309,0.0957,3,7,0.98,True,
synth_167,3,5,3,75,64,74,84,0.1351,-1,3,1.115,True,
synth_168,9,14,7,73,70,77,87,0.1299,4,3,0.952,True,
synth_169,7,11,4,91,82,91,103,0.1319,0,3,0.9095,True,
synth_170,20,6,10,143,127,144,159,0.1042,1,2,0.9442,True,
synth_171,21,12,10,91,87,94,103,0.0957,3,3,1.036,True,
synth_172,11,15,3,45,42,47,51,0.0851,2,2,1.0446,True,
synth_173,12,7,8,110,88,103,113,0.0971,-7,3,1.0969,True,
synth_174,5,8,5,57,47,53,60,0.1321,-4,3,0.9675,True,
synth_175,3,3,3,50,42,48,53,0.1042,-2,3,0.985,True,
synth_176,4,6,3,62,58,62,67,0.0806,0,3,1.0083,True,
synth_177,3,8,3,80,68,77,83,0.0779,-3,3,1.0849,True,
synth_178,21,10,11,159,145,155,165,0.0645,-4,4,0.9699,True,
synth_179,19,6,8,80,78,82,86,0.0488,2,2,0.9125,True,
synth_180,25,4,13,304,286,310,336,0.0839,6,3,1.0319,True,
synth_181,8,6,6,95,80,94,109,0.1596,-1,3,1.0212,True,
synth_182,30,15,8,99,86,96,106,0.1042,-3,2,1.0308,True,
synth_183,29,4,21,304,277,304,339,0.1151,0,3,1.1065,True,
synth_184,6,12,5,79,67,77,88,0.1429,-2,3,1.0721,True,
synth_185,13,14,8,74,64,73,85,0.1644,-1,3,1.0564,True,
synth_186,20,8,6,136,100,128,146,0.1406,-8,2,0.9726,True,
synth_187,26,13,11,134,108,125,140,0.12,-9,4,1.0687,True,
synth_188,20,10,18,142,136,151,174,0.1523,9,5,1.0237,True,
synth_189,7,8,7,73,70,75,80,0.0667,2,4,0.9239,True,
synth_190,29,12,21,215,199,220,242,0.1,5,5,1.0486,True,
synth_191,24,12,18,193,163,188,213,0.133,-5,6,0.9631,True,
synth_192,6,12,3,50,44,50,57,0.14,0,2,0.981,True,
synth_193,8,12,3,52,49,54,62,0.1481,2,2,0.9799,True,
synth_194,9,10,6,84,72,81,90,0.1111,-3,3,0.9692,True,
synth_195,22,11,14,123,109,118,130,0.1017,-5,2,0.9677,True,
synth_196,4,10,5,66,55,62,67,0.0806,-4,3,0.8838,True,
synth_197,11,8,8,103,90,101,110,0.0891,-2,4,1.0255,True,
synth_198,30,4,13,282,228,264,295,0.1174,-18,3,0.8438,True,
synth_199,14,6,3,89,80,89,98,0.1011,0,2,0.984,True,
synth_200,10,9,8,65,54,62,67,0.0806,-3,2,1.0153,True,
synth_201,5,11,5,95,81,93,103,0.1075,-2,3,1.1042,True,
synth_202,20,14,11,141,123,137,150,0.0949,-4,4,1.0015,True,
synth_203,29,9,35,179,159,170,181,0.0647,-9,4,0.9581,True,
synth_204,23,5,4,156,128,151,167,0.106,-5,2,0.902,True,
synth_205,9,5,5,93,84,94,105,0.117,1,3,0.987,True,
synth_206,27,14,24,137,124,134,144,0.0746,-3,3,0.9857,True,
synth_207,17,10,11,108,94,108,119,0.1019,0,3,0.9838,True,
synth_208,16,15,6,70,64,71,77,0.0845,1,2,0.8989,True,
synth_209,23,14,8,78,71,78,84,0.0769,0,2,1.0739,True,
synth_210,17,6,9,123,107,123,138,0.122,0,4,0.9858,True,
synth_211,12,12,7,75,67,77,90,0.1688,2,3,1.0017,True,
synth_212,25,12,11,117,97,112,123,0.0982,-5,3,1.021,True,
synth_213,23,6,10,162,134,155,172,0.1097,-7,3,0.9893,True,
synth_214,30,6,8,246,229,247,266,0.0769,1,3,0.9014,True,
synth_215,25,7,19,180,159,189,228,0.2063,9,4,0.9954,True,
synth_216,6,12,6,88,77,86,94,0.093,-2,4,1.0365,True,
synth_217,26,13,5,79,65,76,86,0.1316,-3,2,0.9712,True,
synth_218,13,6,4,79,74,79,85,0.0759,0,2,1.0071,True,
synth_219,21,10,13,121,103,116,128,0.1034,-5,3,0.9965,True,
synth_220,19,3,13,201,176,196,214,0.0918,-5,4,0.9589,True,
synth_221,26,14,17,109,100,111,123,0.1081,2,3,0.985,True,
synth_222,22,7,9,198,174,195,216,0.1077,-3,5,1.0692,True,
synth_223,22,9,15,117,110,119,128,0.0756,2,2,1.0061,True,
synth_224,30,10,8,219,180,206,228,0.1068,-13,4,0.96,True,
synth_225,25,4,18,210,194,211,229,0.0853,1,3,0.8904,True,
synth_226,24,6,5,106,93,108,128,0.1852,2,2,0.9981,True,
synth_227,30,10,28,183,173,185,197,0.0649,2,5,0.9603,True,
synth_228,28,11,13,106,95,104,112,0.0769,-2,5,0.9692,True,
synth_229,4,5,3,64,61,65,68,0.0462,1,2,0.905,True,
synth_230,18,7,14,132,100,123,144,0.1707,-9,3,0.9081,True,
synth_231,9,4,12,156,135,149,160,0.0738,-7,4,1.0269,True,
synth_232,15,9,8,170,144,165,182,0.103,-5,4,0.9653,True,
synth_233,13,14,5,71,64,70,75,0.0714,-1,2,0.9613,True,
synth_234,25,10,19,178,160,181,204,0.1271,3,4,0.9778,True,
synth_235,11,8,10,60,53,60,68,0.1333,0,2,1.1265,True,
synth_236,25,6,4,86,78,87,95,0.092,1,2,1.0099,True,
synth_237,8,5,3,89,78,90,101,0.1222,1,3,1.0973,True,
synth_238,30,8,8,173,160,170,180,0.0588,-3,2,1.0088,True,
synth_239,18,4,9,173,137,160,184,0.15,-13,3,0.9554,True,
synth_240,25,4,14,353,319,351,382,0.0883,-2,4,0.9256,True,
synth_241,26,3,9,373,344,368,392,0.0652,-5,4,0.8967,True,
synth_242,3,7,3,74,59,72,82,0.1389,-2,3,1.0385,True,
synth_243,25,5,9,146,125,143,160,0.1189,-3,2,0.971,True,
synth_244,18,15,14,105,99,109,117,0.0734,4,4,0.9826,True,
synth_245,16,9,4,72,62,72,83,0.1528,0,2,1.0874,True,
synth_246,30,8,35,285,262,283,304,0.0742,-2,5,0.944,True,
synth_247,25,8,21,253,224,246,268,0.0894,-7,4,0.9876,True,
synth_248,17,12,12,112,101,113,125,0.1062,1,3,1.0275,True,
synth_249,5,15,5,58,50,56,62,0.1071,-2,3,1.0496,True,
synth_250,27,14,24,128,102,119,134,0.1261,-9,5,1.0208,True,
synth_251,27,10,22,156,142,157,171,0.0892,1,3,1.0322,True,
synth_252,17,3,22,314,276,302,325,0.0762,-12,5,1.045,True,
synth_253,16,11,4,72,60,70,84,0.2,-2,2,1.0164,True,
synth_254,17,9,5,45,40,45,51,0.1333,0,1,1.0115,True,
synth_255,6,6,4,74,66,81,99,0.2222,7,3,1.1339,True,
synth_256,26,15,4,66,63,74,89,0.2027,8,2,0.979,True,
synth_257,22,14,16,268,230,251,272,0.0837,-17,6,1.0479,True,
synth_258,14,11,12,149,136,151,167,0.106,2,6,1.0487,True,
synth_259,8,3,4,71,57,68,78,0.1471,-3,2,0.9842,True,
synth_260,15,3,7,281,250,276,300,0.087,-5,4,1.1133,True,
synth_261,9,3,10,156,134,152,170,0.1184,-4,4,0.9428,True,
synth_262,5,9,6,135,120,133,145,0.0902,-2,4,1.0373,True,
synth_263,27,12,17,88,82,92,104,0.1304,4,2,1.0313,True,
synth_264,20,13,7,70,64,69,74,0.0725,-1,2,1.0048,True,
synth_265,24,15,11,123,106,117,129,0.1026,-6,3,0.9908,True,
synth_266,22,3,22,192,180,199,219,0.1005,7,3,0.9875,True,
synth_267,26,11,12,96,85,95,105,0.1053,-1,3,1.1392,True,
synth_268,3,9,3,40,35,39,42,0.0769,-1,3,1.0239,True,
synth_269,18,6,8,109,96,106,114,0.0755,-3,2,0.9568,True,
synth_270,11,8,12,143,121,136,150,0.1029,-7,4,0.9809,True,
synth_271,13,6,6,129,115,127,139,0.0945,-2,3,0.9697,True,
synth_272,3,13,3,66,61,67,74,0.1045,1,3,0.9763,True,
synth_273,23,5,20,209,178,199,217,0.0905,-10,4,0.8808,True,
synth_274,4,5,4,74,61,73,82,0.1233,-1,3,0.9947,True,
synth_275,17,4,6,105,96,110,122,0.1091,5,2,0.8333,True,
synth_276,25,12,5,73,68,80,98,0.225,7,2,0.9803,True,
synth_277,7,11,3,88,71,84,99,0.1786,-4,3,0.9773,True,
synth_278,18,6,6,97,79,94,109,0.1596,-3,3,0.9881,True,
synth_279,24,4,5,147,134,149,162,0.0872,2,2,1.0713,True,
synth_280,14,9,11,132,106,124,138,0.1129,-8,4,1.0372,True,
synth_281,23,7,11,144,121,135,150,0.1111,-9,3,1.0074,True,
synth_282,6,9,3,53,42,51,59,0.1569,-2,3,0.9828,True,
synth_283,5,6,4,80,73,80,87,0.0875,0,3,1.0471,True,
synth_284,22,14,13,118,91,110,128,0.1636,-8,3,1.0248,True,
synth_285,12,4,14,139,105,129,150,0.1628,-10,3,0.9938,True,
synth_286,21,5,15,229,196,229,256,0.1179,0,5,1.1615,True,
synth_287,22,8,14,228,205,221,236,0.0679,-7,4,1.0447,True,
synth_288,21,12,7,129,120,132,146,0.1061,3,3,0.9794,True,
synth_289,25,14,3,134,110,133,156,0.1729,-1,3,1.0698,True,
synth_290,12,5,11,151,121,143,165,0.1538,-8,4,1.1193,True,
synth_291,8,12,9,65,62,71,82,0.1549,6,3,0.9574,True,
synth_292,5,3,5,134,128,137,146,0.0657,3,4,1.0714,True,
synth_293,10,4,4,122,105,118,129,0.0932,-4,2,1.0979,True,
synth_294,29,8,6,221,189,215,237,0.1023,-6,3,1.1194,True,
synth_295,8,4,5,77,70,78,87,0.1154,1,2,0.945,True,
synth_296,11,14,6,74,67,74,80,0.0811,0,3,1.0715,True,
synth_297,18,6,17,220,214,229,246,0.0742,9,4,1.0718,True,
synth_298,30,13,3,72,73,81,94,0.1605,9,1,0.9967,True,
synth_299,26,15,8,73,69,74,81,0.0946,1,3,0.9247,True,
synth_300,28,8,19,184,158,179,200,0.1173,-5,2,1.0205,True,
synth_301,24,6,12,132,121,132,142,0.0758,0,2,0.9503,True,
synth_302,19,6,6,128,115,133,150,0.1278,5,2,0.9996,True,
synth_303,11,15,6,85,78,84,89,0.0595,-1,3,1.061,True,
synth_304,24,5,3,107,102,110,121,0.1,3,2,0.9235,True,
synth_305,11,10,6,69,62,71,79,0.1127,2,2,0.9632,True,
synth_306,7,10,4,92,82,90,98,0.0889,-2,3,0.9713,True,
synth_307,26,7,12,126,112,123,133,0.0813,-3,2,0.9394,True,
synth_308,4,7,3,60,53,65,78,0.2,5,2,0.944,True,
synth_309,4,5,4,127,114,126,137,0.0873,-1,3,1.131,True,
synth_310,6,4,4,83,63,77,90,0.1688,-6,3,1.1294,True,
synth_311,3,6,3,75,69,75,81,0.08,0,3,1.0878,True,
synth_312,5,3,5,167,149,165,180,0.0909,-2,4,0.775,True,
synth_313,12,7,15,96,81,91,102,0.1209,-5,3,0.9902,True,
synth_314,28,15,23,129,113,130,148,0.1385,1,3,0.969,True,
synth_315,5,12,3,97,77,92,104,0.1304,-5,3,1.0615,True,
synth_316,4,5,4,75,66,75,82,0.0933,0,3,1.0807,True,
synth_317,6,10,6,80,70,81,94,0.1605,1,3,0.9313,True,
synth_318,22,6,23,241,206,233,254,0.0901,-8,4,1.0185,True,
synth_319,10,8,7,76,69,75,80,0.0667,-1,2,0.9951,True,
synth_320,30,10,12,146,130,150,173,0.1533,4,3,0.9825,True,
synth_321,26,6,21,130,124,133,143,0.0752,3,2,1.0196,True,
synth_322,21,5,13,219,185,215,247,0.1488,-4,4,0.906,True,
synth_323,30,3,21,266,234,259,287,0.1081,-7,4,1.0414,True,
synth_324,15,13,3,63,52,63,75,0.1905,0,2,0.9587,True,
synth_325,7,8,4,88,81,90,102,0.1333,2,5,0.9985,True,
synth_326,25,5,3,149,139,150,162,0.08,1,3,1.0577,True,
synth_327,30,3,17,279,240,277,311,0.1227,-2,3,1.2767,True,
synth_328,26,5,14,197,176,195,218,0.1179,-2,3,1.0968,True,
synth_329,21,4,15,187,167,181,193,0.0663,-6,3,1.03,True,
synth_330,16,6,8,124,110,122,129,0.0574,-2,2,0.9825,True,
synth_331,13,13,8,70,53,69,85,0.2319,-1,3,0.9839,True,
synth_332,7,3,8,98,92,98,104,0.0612,0,2,1.04,True,
synth_333,8,15,5,64,52,62,71,0.1452,-2,2,1.0181,True,
synth_334,14,10,3,51,49,53,60,0.1321,2,1,1.0105,True,
synth_335,23,15,5,108,97,108,122,0.1296,0,2,0.9846,True,
synth_336,11,8,7,68,61,65,70,0.0769,-3,3,1.022,True,
synth_337,14,13,5,86,67,84,98,0.1667,-2,2,1.0206,True,
synth_338,4,5,3,77,66,75,82,0.0933,-2,3,1.0927,True,
synth_339,28,13,4,76,66,77,85,0.1039,1,2,1.0024,True,
synth_340,17,5,16,128,114,128,144,0.125,0,4,0.837,True,
synth_341,23,15,17,111,102,114,126,0.1053,3,3,1.049,True,
synth_342,4,5,3,63,60,65,70,0.0769,2,2,0.9047,True,
synth_343,28,9,9,100,96,106,127,0.1981,6,2,0.9639,True,
synth_344,8,7,6,119,109,121,133,0.0992,2,5,1.0254,True,
synth_345,10,11,3,68,59,66,72,0.0909,-2,2,1.0263,True,
synth_346,3,12,3,47,36,46,54,0.1739,-1,3,1.0152,True,
synth_347,30,14,5,85,77,87,98,0.1264,2,3,0.9712,True,
synth_348,25,6,16,257,214,244,267,0.0943,-13,3,0.985,True,
synth_349,4,13,3,54,49,55,61,0.1091,1,3,1.0199,True,
synth_350,11,10,9,77,76,84,92,0.0952,7,2,0.8796,True,
synth_351,10,15,3,77,73,77,82,0.0649,0,2,0.9271,True,
synth_352,6,6,3,89,73,86,96,0.1163,-3,3,1.0242,True,
synth_353,10,12,10,72,67,75,84,0.12,3,3,1.018,True,
synth_354,23,5,26,314,282,312,339,0.0865,-2,4,1.0505,True,
synth_355,29,8,23,199,148,174,202,0.1609,-25,5,1.034,True,
synth_356,18,8,7,79,68,82,100,0.2195,3,2,1.071,True,
synth_357,23,9,13,132,118,131,152,0.1603,-1,2,1.09,True,
synth_358,7,13,5,86,71,85,95,0.1176,-1,3,0.9945,True,
synth_359,29,13,20,207,188,201,212,0.0547,-6,4,1.0235,True,
synth_360,9,3,4,54,49,55,62,0.1273,1,2,0.9778,True,
synth_361,4,14,3,41,39,44,50,0.1364,3,3,1.0095,True,
synth_362,15,11,3,79,71,77,81,0.0519,-2,2,0.8718,True,
synth_363,7,13,5,77,68,76,82,0.0789,-1,3,0.961,True,
synth_364,22,12,17,169,148,164,179,0.0915,-5,5,1.0088,True,
synth_365,3,8,3,85,62,76,89,0.1711,-9,3,1.0428,True,
synth_366,12,10,6,68,60,66,72,0.0909,-2,4,0.9952,True,
synth_367,16,9,18,138,127,139,150,0.0791,1,4,0.9587,True,
synth_368,26,15,19,133,119,132,144,0.0909,-1,3,0.9594,True,
synth_369,11,11,11,120,101,116,128,0.1034,-4,3,1.0923,True,
synth_370,3,14,3,49,45,50,56,0.12,1,3,1.0137,True,
synth_371,12,7,7,117,106,119,134,0.1261,2,3,0.9708,True,
synth_372,9,8,3,46,46,49,55,0.1224,3,2,1.0208,True,
synth_373,13,11,7,81,68,81,92,0.1358,0,2,0.9586,True,
synth_374,27,14,23,135,118,133,146,0.0977,-2,2,1.012,True,
synth_375,28,8,5,111,95,109,121,0.1101,-2,2,1.0766,True,
synth_376,15,5,10,89,83,88,94,0.0682,-1,3,1.043,True,
synth_377,27,11,4,97,83,98,106,0.0816,1,2,0.9847,True,
synth_378,25,4,17,262,223,252,277,0.0992,-10,3,1.0575,True,
synth_379,14,15,3,81,65,78,88,0.1282,-3,2,1.0087,True,
synth_380,18,10,3,88,76,87,95,0.092,-1,3,0.9456,True,
