project_id,task_id,planned_optimistic,planned_likely,planned_pessimistic,criticality,cost,num_required_skills,num_assigned,assigned_avg_efficiency,assigned_total_load,num_predecessors,num_successors,actual_duration
3,9,28,28,30,2,827.17,2,3,0.665,35.199999999999996,3,6,70.83333333333333
3,10,22,24,27,5,116.1,3,1,0.5566666666666666,12.1,5,4,64.44444444444444
3,11,21,28,28,2,1847.8,2,2,0.52,11.8,4,3,67.08333333333333
3,12,20,26,28,2,1529.65,1,1,0.9,8.5,4,3,30.472972301292174
3,13,4,11,28,2,626.24,2,2,0.9650000000000001,21.9,5,4,14.732503432784364
3,14,23,25,26,1,1710.99,3,1,0.47,8.4,4,4,66.22222222222221
3,15,3,28,28,4,661.53,3,1,0.5566666666666666,12.1,5,5,63.55555555555555
3,16,21,22,30,2,1049.21,2,2,0.4925,16.9,6,5,57.91666666666667
3,17,28,29,30,3,350.77,1,1,1.38,11.7,4,4,23.00136757524306
3,18,4,4,12,1,131.71,3,3,0.4833333333333334,31.4,6,2,14.222222222222221
3,19,14,23,29,1,1902.49,1,1,0.95,11.8,5,2,23.684210526315788
3,20,19,28,28,1,1317.02,2,1,0.44499999999999995,8.5,9,1,66.25
3,21,8,12,29,1,1071.48,2,3,0.7266666666666666,35.800000000000004,5,2,35.416666666666664
3,22,15,26,27,1,689.32,2,1,0.595,12.799999999999999,8,0,60.83333333333333
3,23,5,19,28,1,1856.79,1,3,1.1266666666666667,27.8,9,1,17.19200465090988
3,24,6,28,28,1,124.06,3,2,0.8883333333333332,24.6,9,0,64.88888888888889
3,25,27,29,30,3,1093.71,1,1,0.67,12.1,4,0,46.334866044152356
3,26,10,13,13,2,1524.58,1,1,0.99,10.2,6,0,14.538654703405623
4,0,28,28,28,5,429.94,1,1,0.71,11.4,0,5,41.54775154677316
4,1,18,24,27,5,1777.12,2,3,0.6316666666666667,29.799999999999997,0,4,58.75
4,2,11,25,26,4,1930.83,3,2,0.4416666666666667,23.200000000000003,0,6,60.888888888888886
4,3,25,29,30,5,1430.03,1,2,0.925,19.200000000000003,0,3,32.70757399533653
4,4,21,25,30,2,481.69,3,1,0.48333333333333334,6.3999999999999995,2,6,67.11111111111111
4,5,24,29,30,2,1057.4,2,1,0.6,14.7,1,7,70.83333333333333
4,6,23,28,29,4,1207.33,3,3,0.6322222222222222,37.900000000000006,2,3,63.77777777777778
4,7,18,19,19,4,1635.78,3,3,0.528888888888889,34.0,1,4,43.94444444444444
4,8,26,27,29,1,479.81,2,2,0.7999999999999999,23.5,3,2,67.91666666666667
4,9,19,19,24,3,487.6,3,2,0.5833333333333333,24.6,5,2,52.888888888888886
4,10,25,29,30,5,1743.2,2,2,0.6775,24.1,3,3,71.25
4,11,3,15,27,3,1416.58,1,2,0.855,26.1,1,1,21.647923384204212
4,12,25,27,28,5,202.22,2,1,0.73,8.7,1,2,67.08333333333333
4,13,21,24,30,5,1138.57,3,3,0.6688888888888891,31.2,5,1,57.16666666666667
4,14,4,9,14,2,1968.56,3,1,0.43,9.9,3,2,24.0
4,15,19,23,25,1,914.16,3,1,0.5066666666666667,6.3999999999999995,1,2,60.44444444444444
4,16,16,27,28,3,110.73,1,2,1.155,24.1,5,3,30.64246532537149
4,17,26,28,29,3,1234.07,1,1,1.0,14.7,6,0,33.66639282458578
4,18,7,23,24,3,1098.25,3,3,0.5711111111111111,32.3,8,1,54.666666666666664
4,19,13,20,23,5,866.49,3,3,0.52,37.9,7,0,45.111111111111114
4,20,26,29,29,3,515.05,3,1,0.44,10.6,3,0,76.0
5,0,2,6,29,4,417.9,3,1,0.5399999999999999,10.299999999999999,0,8,24.444444444444443
5,1,24,29,29,3,1886.83,1,1,0.7,6.7,0,3,40.23809523809524
5,2,4,19,27,4,295.72,1,3,0.9366666666666666,28.500000000000004,2,3,18.475962547883068
5,3,4,7,15,4,1095.57,1,1,0.2,10.299999999999999,1,4,23.5
5,4,25,27,30,3,535.78,3,1,0.8833333333333334,4.6,2,4,63.38888888888889
5,5,23,25,27,2,154.29,3,1,0.49666666666666665,8.0,1,1,66.66666666666666
5,6,6,28,30,3,1142.24,2,1,0.9450000000000001,11.900000000000002,1,1,31.9444212276483
5,7,25,29,30,5,967.43,1,2,1.15,19.6,1,2,33.699299832104884
5,8,17,25,26,3,1826.95,3,1,0.5299999999999999,5.1,1,3,63.55555555555555
5,9,10,14,23,3,794.99,1,1,1.06,9.299999999999999,2,2,14.294631124914847
5,10,6,17,21,5,1649.22,1,2,0.2,17.0,5,1,47.5
5,11,17,21,21,4,1899.22,2,2,0.6725000000000001,21.200000000000003,2,1,50.83333333333333
5,12,19,24,25,2,1613.86,2,1,0.7899999999999999,7.699999999999999,2,2,58.33333333333333
5,13,24,29,30,4,574.8,2,2,0.7150000000000001,19.599999999999998,3,1,70.83333333333333
5,14,9,25,29,1,902.25,2,1,0.72,5.1,8,1,57.5
5,15,15,18,19,5,1636.74,3,3,0.4977777777777778,21.1,6,0,47.111111111111114
6,0,12,14,17,5,1842.51,3,1,0.3733333333333333,11.5,0,13,37.77777777777777
6,1,26,28,29,2,1481.45,1,3,1.0333333333333334,40.2,0,7,30.03616400246734
6,2,8,11,15,3,388.72,2,2,0.5800000000000001,22.0,1,4,27.916666666666664
6,3,21,24,28,5,1272.2,1,3,0.9233333333333333,32.4,0,5,37.98587042120632
6,4,24,27,28,1,782.6,1,3,0.9266666666666667,33.7,2,10,45.000005096079676
6,5,17,24,25,2,1719.05,3,3,0.39555555555555555,33.1,3,8,61.33333333333333
6,6,26,26,28,2,161.24,1,3,0.9833333333333334,33.9,2,4,26.867405927520053
6,7,4,9,23,2,1539.78,2,1,0.41000000000000003,8.8,1,7,26.25
6,8,26,26,30,2,912.36,3,3,0.6466666666666667,40.2,2,8,62.22222222222223
6,9,20,29,29,5,1884.36,3,3,0.4588888888888889,31.3,3,6,73.33333333333333
6,10,9,25,29,1,1767.78,3,3,0.4855555555555556,28.6,6,7,61.33333333333333
6,11,26,26,27,5,836.06,2,1,0.43500000000000005,11.5,0,4,65.41666666666667
6,12,11,25,26,3,1569.99,2,3,0.6,27.9,3,5,57.08333333333333
6,13,6,20,30,1,1410.91,2,1,0.6749999999999999,11.5,5,7,48.33333333333333
6,14,20,28,28,1,441.57,2,2,0.5875,14.8,6,8,66.66666666666667
6,15,16,25,30,4,147.33,2,1,0.62,14.399999999999999,6,5,60.83333333333333
6,16,24,29,29,1,575.16,1,2,1.125,21.5,6,2,22.678777756080812
6,17,22,27,27,1,1441.83,3,2,0.4683333333333333,20.900000000000002,4,3,69.77777777777777
6,18,14,26,26,5,1904.53,3,2,0.47,18.200000000000003,6,2,64.0
6,19,6,11,15,5,1755.48,1,3,1.0333333333333334,40.2,7,2,9.996827388505398
6,20,11,25,27,1,897.21,1,2,0.2,20.400000000000002,5,1,69.0
6,21,26,28,28,2,106.71,3,2,0.43,18.1,6,0,73.77777777777777
6,22,21,28,28,5,1634.16,2,1,0.54,13.2,11,1,67.08333333333333
6,23,16,17,26,4,962.1,1,1,1.15,11.5,9,0,16.788957421546662
6,24,19,22,22,3,1277.56,3,2,0.41,14.200000000000001,12,0,57.33333333333333
6,25,3,7,8,1,1341.23,1,1,1.16,8.4,7,0,6.088799926709383
6,26,3,6,19,3,1848.73,3,2,0.4100000000000001,16.700000000000003,6,0,20.444444444444443
7,0,16,26,26,1,1122.98,1,3,1.0866666666666667,24.0,0,1,25.531133064049644
7,1,18,18,28,3,1246.03,3,2,0.38833333333333336,7.699999999999999,0,6,52.44444444444444
7,2,13,13,22,4,802.3,2,3,0.5466666666666667,25.3,0,3,36.25
7,3,4,10,24,4,1761.17,2,2,0.69,14.5,1,1,28.333333333333336
7,4,15,26,29,2,1630.78,3,1,0.9099999999999998,8.4,1,3,57.555555555555564
7,5,8,17,24,5,263.55,1,1,0.71,8.2,3,3,24.846921651859326
7,6,15,25,27,4,268.05,3,1,0.6566666666666666,6.7,2,3,55.22222222222223
7,7,26,27,28,4,1449.47,2,2,0.5874999999999999,13.899999999999999,0,0,67.5
7,8,3,29,30,3,1152.35,1,2,0.83,19.5,3,2,27.429785205099066
7,9,27,27,28,4,526.59,3,3,0.5,15.8,4,2,72.44444444444444
7,10,23,25,28,4,335.94,2,1,0.695,7.8999999999999995,1,1,62.91666666666667
7,11,26,28,29,2,154.04,1,1,0.84,8.2,4,0,35.07261309834476
7,12,20,26,28,3,1204.02,1,1,0.71,8.2,6,0,37.76732091082617
8,0,5,9,15,2,871.15,3,3,0.4155555555555556,23.299999999999997,0,5,24.88888888888889
8,1,19,25,28,3,981.9,1,2,1.1400000000000001,23.199999999999996,0,4,22.47220264983427
8,2,10,18,28,3,359.22,3,2,0.5083333333333334,17.4,1,6,48.888888888888886
8,3,3,5,15,4,1586.24,3,2,0.525,18.5,0,6,16.888888888888886
8,4,4,16,29,3,1376.18,3,1,0.5599999999999999,11.999999999999998,1,3,43.111111111111114
8,5,5,21,30,5,1495.51,3,3,0.4422222222222223,30.9,3,2,52.888888888888886
8,6,26,28,29,2,1239.66,3,3,0.5477777777777778,31.9,3,4,74.22222222222221
8,7,5,10,16,4,514.22,3,3,0.6255555555555556,28.099999999999998,2,1,23.72222222222222
8,8,3,18,26,3,1739.51,2,1,0.635,12.9,2,2,42.08333333333333
8,9,17,27,28,3,1136.92,2,3,0.5283333333333333,36.099999999999994,3,0,63.75
8,10,28,29,29,4,1459.78,2,2,0.6799999999999999,23.199999999999996,6,1,72.08333333333333
8,11,14,23,28,2,580.67,3,3,0.6066666666666668,30.6,3,0,52.111111111111114
8,12,14,22,26,4,838.09,3,3,0.46222222222222226,24.5,6,0,56.888888888888886
8,13,7,21,26,3,499.73,1,1,0.95,11.2,4,0,23.385830956776683
9,0,21,25,30,2,248.62,1,1,0.2,16.700000000000003,0,6,75.5
9,1,14,17,17,5,134.04,1,1,0.7,13.600000000000001,1,8,26.577695894764634
9,2,14,29,30,4,974.31,1,2,0.2,30.300000000000004,0,8,80.0
9,3,6,6,12,3,266.51,3,1,0.4466666666666666,16.2,1,6,18.666666666666664
9,4,8,23,25,2,1732.12,1,1,1.21,16.700000000000003,0,12,21.686749689142
9,5,26,29,29,2,263.58,3,3,0.47555555555555556,46.50000000000001,0,8,76.0
9,6,6,29,30,1,415.6,2,3,0.7066666666666667,46.5,1,6,26.371087621996676
9,7,8,17,26,4,1211.93,2,3,0.535,46.50000000000001,2,5,42.5
9,8,24,27,30,1,295.06,2,1,0.44499999999999995,11.1,2,8,67.5
9,9,11,12,27,5,1489.05,2,2,0.52,27.299999999999997,2,7,35.833333333333336
9,10,23,29,30,5,1476.77,2,1,0.45999999999999996,13.600000000000001,4,5,70.41666666666667
9,11,15,24,26,1,1103.79,1,2,0.2,27.800000000000004,4,4,68.5
9,12,21,26,29,4,322.19,3,3,0.5377777777777779,40.900000000000006,4,3,68.44444444444444
9,13,17,22,29,3,1479.8,3,1,0.36000000000000004,16.2,5,8,59.55555555555555
9,14,23,25,29,2,1216.55,1,1,1.13,16.2,5,6,30.0291141013735
9,15,14,27,29,3,1473.69,3,1,0.3733333333333333,13.600000000000001,6,5,67.11111111111111
9,16,25,25,30,2,636.67,2,1,0.47,11.1,5,6,64.58333333333333
9,17,17,18,30,2,397.0,2,1,0.2,16.2,4,5,59.5
9,18,3,3,14,2,497.92,2,2,0.5549999999999999,27.299999999999997,8,3,12.083333333333332
9,19,18,18,30,2,431.96,2,1,0.44499999999999995,11.1,7,5,50.0
9,20,9,12,29,4,316.54,1,1,0.69,11.1,5,0,24.93454834022119
9,21,27,28,28,3,1987.96,1,1,0.72,13.600000000000001,6,0,43.58771955805255
9,22,24,24,27,5,1372.02,3,1,0.6733333333333332,16.2,7,3,57.16666666666667
9,23,5,22,22,5,1258.35,2,1,0.58,16.700000000000003,10,1,47.91666666666667
9,24,7,16,27,2,1830.87,3,1,0.4533333333333333,16.700000000000003,5,2,43.55555555555555
9,25,13,23,25,1,393.16,2,2,0.5625,29.8,8,2,54.16666666666667
9,26,26,26,27,4,1942.31,1,2,0.2,27.800000000000004,8,2,78.5
9,27,10,21,27,5,425.4,2,1,0.535,16.700000000000003,4,1,50.41666666666667
9,28,26,29,29,2,388.06,2,3,0.19999999999999998,41.400000000000006,8,0,85.5
9,29,16,29,30,4,1844.24,1,1,1.25,16.700000000000003,13,0,27.206634714019938
10,0,16,26,27,2,596.53,1,2,1.0899999999999999,26.6,0,8,21.069314923607926
10,1,28,28,28,5,1908.38,2,2,0.67,22.4,0,7,48.13752315132463
10,2,20,21,29,4,855.57,1,1,0.6,12.8,1,7,45.02173475077775
10,3,10,19,27,2,1676.52,1,2,0.77,28.299999999999997,0,8,34.11005251547203
10,4,26,26,26,3,1494.47,3,3,0.4044444444444445,41.0,1,4,69.33333333333333
10,5,25,28,30,3,1522.59,3,2,0.5033333333333334,28.400000000000002,2,2,74.22222222222221
10,6,4,28,30,4,103.0,2,1,0.515,12.7,1,6,60.83333333333333
10,7,7,12,23,3,1492.78,2,3,0.6250000000000001,41.1,1,6,32.5
10,8,7,23,24,2,476.24,1,3,1.1533333333333333,39.5,2,8,27.654608621294194
10,9,25,26,27,2,481.79,2,2,0.5525000000000001,25.6,3,6,65.0
10,10,22,24,24,5,307.47,2,1,0.54,12.799999999999999,3,4,59.16666666666667
10,11,12,12,30,1,625.85,2,3,0.6133333333333334,36.800000000000004,2,2,37.5
10,12,5,5,6,4,1378.33,1,2,1.14,22.5,2,5,4.248161334006651
10,13,3,6,12,5,1599.49,2,1,0.41500000000000004,11.1,3,4,16.25
10,14,26,28,29,5,1975.1,3,3,0.4044444444444445,35.2,5,4,74.22222222222221
10,15,23,25,27,4,739.45,2,3,0.6833333333333335,41.0,7,4,62.5
10,16,3,14,24,4,819.03,1,2,1.3,28.3,4,4,13.068032818026063
10,17,14,18,18,4,1754.03,1,1,0.63,11.1,8,3,29.321236860569506
10,18,21,28,30,2,800.02,3,1,0.41333333333333333,12.7,5,4,72.44444444444444
10,19,28,29,29,1,1973.74,2,2,0.63,22.5,7,5,72.08333333333333
10,20,17,23,24,4,543.76,3,3,0.6900000000000001,39.4,7,2,51.72222222222223
10,21,11,17,28,1,1495.13,2,3,0.645,41.2,11,2,44.58333333333333
10,22,24,28,28,5,1591.24,1,1,0.84,12.7,8,0,37.95289853810015
10,23,23,27,30,1,672.56,1,1,0.7,15.5,8,0,45.822176742023494
10,24,19,22,25,1,1016.12,1,3,0.9933333333333333,38.0,7,0,29.788816977958206
10,25,24,24,25,1,300.39,1,1,1.18,12.8,7,0,24.957887876370997
11,0,4,19,28,1,1359.22,2,1,0.71,11.3,0,5,45.0
11,1,4,11,13,2,793.96,1,1,1.22,11.3,1,10,10.193293475334274
11,2,7,22,24,4,384.46,1,1,1.22,15.4,0,8,19.940829572543947
11,3,16,28,30,4,1472.86,3,1,0.3633333333333333,12.4,0,10,70.22222222222221
11,4,22,22,24,2,214.0,3,1,0.9,11.3,2,5,52.111111111111114
11,5,16,24,29,4,1391.82,3,3,0.6188888888888889,31.1,5,9,62.666666666666664
11,6,15,29,29,3,1447.77,2,2,0.5775,27.8,3,9,66.66666666666667
11,7,6,29,29,4,1958.06,2,1,0.74,11.3,2,5,62.91666666666667
11,8,28,28,30,2,845.35,2,1,0.71,11.3,3,5,70.83333333333333
11,9,7,8,19,4,1671.78,2,2,0.2,21.4,3,6,29.0
11,10,13,23,23,1,298.36,3,1,0.69,12.4,6,6,49.77777777777778
11,11,4,10,29,2,1128.98,1,3,0.20000000000000004,34.1,2,4,36.5
11,12,22,22,25,2,1148.21,1,3,0.20000000000000004,34.1,4,3,67.5
11,13,27,28,28,5,185.26,2,1,0.71,15.4,3,6,69.58333333333333
11,14,2,13,22,1,1892.67,1,3,0.20000000000000004,36.8,5,6,38.0
11,15,25,27,28,3,1528.5,2,1,0.7,12.4,4,3,42.780715602333004
11,16,18,19,27,4,1803.37,3,2,0.4483333333333333,21.4,6,3,53.77777777777778
11,17,17,26,26,5,1612.53,1,1,1.22,11.3,6,2,24.564166243838333
11,18,22,23,26,4,249.63,2,2,0.75,22.5,4,3,58.33333333333333
11,19,7,23,28,2,1560.77,1,2,0.2,23.700000000000003,5,2,63.5
11,20,15,15,27,3,784.6,2,1,0.7,12.4,5,1,42.5
11,21,6,24,29,5,1253.07,1,1,0.71,12.4,7,1,33.82861414832368
11,22,11,28,28,2,1556.0,2,1,0.405,10.1,7,2,62.91666666666667
11,23,11,16,17,3,422.46,2,1,0.74,11.3,4,1,38.333333333333336
11,24,7,29,30,3,269.54,2,1,0.71,15.4,9,2,63.75
11,25,6,9,27,4,1335.55,2,2,0.2,26.700000000000003,10,0,34.5
11,26,21,23,30,3,861.78,2,1,0.71,11.3,11,0,59.58333333333333
12,0,8,26,29,4,461.26,3,2,0.44333333333333336,19.6,0,10,62.666666666666664
12,1,27,27,30,5,1721.5,3,1,0.47333333333333333,9.0,1,5,73.33333333333333
12,2,6,22,26,1,1181.39,2,3,0.7150000000000002,32.8,1,5,22.74520482486973
12,3,21,29,30,4,538.09,1,1,0.68,12.200000000000001,1,11,51.89407207931176
12,4,10,22,27,3,1852.32,1,1,1.14,10.5,1,8,21.1173177796979
12,5,20,23,27,3,242.08,1,1,0.83,13.200000000000001,3,6,31.145173937621372
12,6,5,23,30,5,1425.28,2,1,0.41500000000000004,12.200000000000001,2,5,52.91666666666667
12,7,10,16,21,1,742.29,2,2,0.5025,17.7,3,3,39.583333333333336
12,8,25,27,27,2,1139.47,1,3,1.1133333333333333,30.4,0,6,35.850559928197264
12,9,20,29,29,1,1630.76,1,1,0.2,12.200000000000001,1,4,82.5
12,10,4,21,28,5,1504.65,2,3,0.6283333333333334,27.5,3,4,48.33333333333333
12,11,17,25,26,1,297.72,1,1,1.37,9.6,6,5,19.586609775284714
12,12,9,9,10,3,1584.93,3,2,0.5283333333333334,15.6,5,4,24.444444444444443
12,13,14,14,29,5,1255.46,1,1,1.14,10.5,5,5,16.724915681520738
12,14,15,26,29,4,1421.34,1,2,1.0150000000000001,22.8,3,3,28.97291303670889
12,15,13,24,25,1,1804.58,3,2,0.6916666666666668,20.4,4,2,52.111111111111114
12,16,20,20,23,2,540.86,2,1,0.485,9.0,3,1,51.25
12,17,27,27,28,5,186.98,2,2,0.46749999999999997,21.3,5,3,67.91666666666667
12,18,7,16,16,1,340.76,1,1,0.68,12.200000000000001,6,1,27.03463635269535
12,19,6,25,28,2,1996.37,2,2,0.5975,20.700000000000003,6,1,55.83333333333333
12,20,19,22,29,1,245.12,2,1,0.53,10.5,6,0,56.66666666666667
12,21,13,22,25,4,1454.95,3,3,0.47555555555555556,28.0,3,1,56.0
12,22,13,26,30,5,298.32,3,2,0.5766666666666667,15.6,6,2,65.33333333333333
12,23,28,28,29,2,1832.89,2,3,0.5850000000000001,32.300000000000004,6,1,70.41666666666667
12,24,27,27,27,3,1477.33,3,2,0.43166666666666664,20.3,9,1,72.0
12,25,16,17,17,4,1334.83,1,1,0.74,8.1,8,0,24.401547635206718
13,0,24,27,29,5,500.26,2,1,0.41000000000000003,9.999999999999998,0,7,67.08333333333333
13,1,18,26,28,3,1429.34,3,2,0.47333333333333344,25.199999999999996,0,8,66.66666666666666
13,2,16,20,20,2,590.61,1,1,0.2,10.200000000000001,0,6,58.0
13,3,16,25,27,2,1002.9,1,2,0.2,20.799999999999997,0,8,71.5
13,4,12,15,26,5,1812.42,2,2,0.7775,20.300000000000004,1,1,40.83333333333333
13,5,12,15,20,4,1003.44,1,1,0.62,9.999999999999998,2,3,28.42105666682378
13,6,26,26,29,4,1138.88,2,2,0.4725,12.7,1,5,66.25
13,7,17,20,24,4,1488.81,3,2,0.5750000000000001,23.199999999999996,2,1,47.055555555555564
13,8,11,12,19,4,1389.26,3,3,0.6266666666666666,33.3,3,4,34.666666666666664
13,9,14,14,19,3,1912.57,3,3,0.5322222222222223,34.2,3,6,39.55555555555556
13,10,20,22,24,5,477.08,3,1,0.5533333333333333,15.499999999999998,1,3,58.666666666666664
13,11,6,17,24,3,1606.44,3,2,0.37666666666666665,21.6,3,2,43.55555555555555
13,12,8,13,22,1,1351.36,2,2,0.505,23.099999999999998,2,2,34.166666666666664
13,13,15,16,27,2,1729.75,2,2,0.43499999999999994,18.5,4,2,44.16666666666667
13,14,13,13,28,5,1706.77,1,1,0.62,9.999999999999998,3,1,28.729981195810996
13,15,23,26,27,1,994.52,1,1,1.15,15.499999999999998,2,2,26.561662476602397
13,16,26,26,29,4,1441.83,2,1,0.47,15.499999999999998,4,2,66.25
13,17,12,21,27,2,859.78,1,1,1.15,15.499999999999998,5,0,21.214834315727884
13,18,25,29,29,3,1027.79,3,1,0.37333333333333335,8.5,5,2,75.55555555555554
13,19,13,24,26,2,1558.9,1,2,1.295,25.6,4,1,21.251793957392913
